,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year,sport,ico3eq
7839,Silver,GameTeam,football-men,Men,football men,football,Football,montreal-1976,Montreal 1976,Summer,Poland team,Poland,PL,POL,1976,Football,POL
7840,Bronze,GameTeam,football-men,Men,football men,football,Football,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Football,RUS
7841,Gold,Athlete,k1-1000m-kayak-single-men,Men,K1 1000m kayak single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Rüdiger HELM,German Democratic Republic (Germany),DDDE,GDR,1976,Kayak/Canoe,DEU
7842,Silver,Athlete,k1-1000m-kayak-single-men,Men,K1 1000m kayak single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Geza CSAPO,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7843,Bronze,Athlete,k1-1000m-kayak-single-men,Men,K1 1000m kayak single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Vasile DIBA,Romania,RO,ROU,1976,Kayak/Canoe,ROU
7844,Gold,GameTeam,k2-500m-kayak-double-men,Men,K2 500m kayak double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Kayak/Canoe,DEU
7845,Silver,GameTeam,k2-500m-kayak-double-men,Men,K2 500m kayak double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7846,Bronze,GameTeam,k2-500m-kayak-double-men,Men,K2 500m kayak double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Romania team,Romania,RO,ROU,1976,Kayak/Canoe,ROU
7847,Gold,Athlete,k1-500m-kayak-single-men,Men,K1 500m kayak single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Vasile DIBA,Romania,RO,ROU,1976,Kayak/Canoe,ROU
7848,Silver,Athlete,k1-500m-kayak-single-men,Men,K1 500m kayak single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Zoltan SZTANITY,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7849,Bronze,Athlete,k1-500m-kayak-single-men,Men,K1 500m kayak single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Rüdiger HELM,German Democratic Republic (Germany),DDDE,GDR,1976,Kayak/Canoe,DEU
7850,Gold,GameTeam,k2-1000m-kayak-double-men,Men,K2 1000m kayak double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7851,Silver,GameTeam,k2-1000m-kayak-double-men,Men,K2 1000m kayak double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Kayak/Canoe,DEU
7852,Bronze,GameTeam,k2-1000m-kayak-double-men,Men,K2 1000m kayak double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Hungary team,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7853,Gold,Athlete,c1-1000m-canoe-single-men,Men,C1 1000m canoe single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Matija LJUBEK,Yugoslavia,YUCS,YUG,1976,Kayak/Canoe,SRB
7854,Silver,Athlete,c1-1000m-canoe-single-men,Men,C1 1000m canoe single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Vasili YURCHENKO,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7855,Bronze,Athlete,c1-1000m-canoe-single-men,Men,C1 1000m canoe single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Tamas WICHMANN,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7856,Gold,Athlete,c1-500m-canoe-single-men,Men,C1 500m canoe single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Aleksandr ROGOV,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7857,Silver,Athlete,c1-500m-canoe-single-men,Men,C1 500m canoe single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,John WOOD,Canada,CA,CAN,1976,Kayak/Canoe,CAN
7858,Bronze,Athlete,c1-500m-canoe-single-men,Men,C1 500m canoe single men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Matija LJUBEK,Yugoslavia,YUCS,YUG,1976,Kayak/Canoe,SRB
7859,Gold,GameTeam,c2-1000m-canoe-double-men,Men,C2 1000m canoe double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7860,Silver,GameTeam,c2-1000m-canoe-double-men,Men,C2 1000m canoe double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Romania team,Romania,RO,ROU,1976,Kayak/Canoe,ROU
7861,Bronze,GameTeam,c2-1000m-canoe-double-men,Men,C2 1000m canoe double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Hungary team,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7862,Gold,GameTeam,c2-500m-canoe-double-men,Men,C2 500m canoe double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7863,Silver,GameTeam,c2-500m-canoe-double-men,Men,C2 500m canoe double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Poland team,Poland,PL,POL,1976,Kayak/Canoe,POL
7864,Bronze,GameTeam,c2-500m-canoe-double-men,Men,C2 500m canoe double men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Hungary team,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7865,Gold,GameTeam,k4-1000m-kayak-four-men,Men,K4 1000m kayak four men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7866,Silver,GameTeam,k4-1000m-kayak-four-men,Men,K4 1000m kayak four men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Spain team,Spain,ES,ESP,1976,Kayak/Canoe,ESP
7867,Bronze,GameTeam,k4-1000m-kayak-four-men,Men,K4 1000m kayak four men,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Kayak/Canoe,DEU
7868,Gold,Athlete,k1-500m-kayak-single-women,Women,K1 500m kayak single women,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Carola ZIRZOW,German Democratic Republic (Germany),DDDE,GDR,1976,Kayak/Canoe,DEU
7869,Silver,Athlete,k1-500m-kayak-single-women,Women,K1 500m kayak single women,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Tatyana KORSHUNOVA,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7870,Bronze,Athlete,k1-500m-kayak-single-women,Women,K1 500m kayak single women,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Klara RAJNAI,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7871,Gold,GameTeam,k2-500m-kayak-double-women,Women,K2 500m kayak double women,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Kayak/Canoe,RUS
7872,Silver,GameTeam,k2-500m-kayak-double-women,Women,K2 500m kayak double women,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,Hungary team,Hungary,HU,HUN,1976,Kayak/Canoe,HUN
7873,Bronze,GameTeam,k2-500m-kayak-double-women,Women,K2 500m kayak double women,canoe-sprint,Canoe Sprint,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Kayak/Canoe,DEU
7874,Gold,Athlete,3m-springboard-women,Women,3m springboard women,diving,Diving,montreal-1976,Montreal 1976,Summer,Jennifer Kay CHANDLER,United States of America,US,USA,1976,Aquatics,USA
7875,Silver,Athlete,3m-springboard-women,Women,3m springboard women,diving,Diving,montreal-1976,Montreal 1976,Summer,Christa KÖHLER,German Democratic Republic (Germany),DDDE,GDR,1976,Aquatics,DEU
7876,Bronze,Athlete,3m-springboard-women,Women,3m springboard women,diving,Diving,montreal-1976,Montreal 1976,Summer,Cynthia POTTER-MCINGVALE,United States of America,US,USA,1976,Aquatics,USA
7877,Gold,Athlete,10m-platform-women,Women,10m platform women,diving,Diving,montreal-1976,Montreal 1976,Summer,Elena VAYTSEKHOVSKAYA,Soviet Union,,URS,1976,Aquatics,RUS
7878,Silver,Athlete,10m-platform-women,Women,10m platform women,diving,Diving,montreal-1976,Montreal 1976,Summer,Ulrika KNAPE-LINDBERGH,Sweden,SE,SWE,1976,Aquatics,SWE
7879,Bronze,Athlete,10m-platform-women,Women,10m platform women,diving,Diving,montreal-1976,Montreal 1976,Summer,Deborah Keplar WILSON,United States of America,US,USA,1976,Aquatics,USA
7880,Gold,Athlete,3m-springboard-men,Men,3m springboard men,diving,Diving,montreal-1976,Montreal 1976,Summer,Philip George BOGGS,United States of America,US,USA,1976,Aquatics,USA
7881,Silver,Athlete,3m-springboard-men,Men,3m springboard men,diving,Diving,montreal-1976,Montreal 1976,Summer,Giorgio Franco CAGNOTTO,Italy,IT,ITA,1976,Aquatics,ITA
7882,Bronze,Athlete,3m-springboard-men,Men,3m springboard men,diving,Diving,montreal-1976,Montreal 1976,Summer,Aleksandr KOSENKOV,Soviet Union,,URS,1976,Aquatics,RUS
7883,Gold,Athlete,10m-platform-men,Men,10m platform men,diving,Diving,montreal-1976,Montreal 1976,Summer,Klaus DIBIASI,Italy,IT,ITA,1976,Aquatics,ITA
7884,Silver,Athlete,10m-platform-men,Men,10m platform men,diving,Diving,montreal-1976,Montreal 1976,Summer,Gregory LOUGANIS,United States of America,US,USA,1976,Aquatics,USA
7885,Bronze,Athlete,10m-platform-men,Men,10m platform men,diving,Diving,montreal-1976,Montreal 1976,Summer,Vladimir Aleynik,Soviet Union,,URS,1976,Aquatics,RUS
7886,Gold,GameTeam,hockey-men,Men,hockey men,hockey,Hockey,montreal-1976,Montreal 1976,Summer,New Zealand team,New Zealand,NZ,NZL,1976,Hockey,NZL
7887,Silver,GameTeam,hockey-men,Men,hockey men,hockey,Hockey,montreal-1976,Montreal 1976,Summer,Australia team,Australia,AU,AUS,1976,Hockey,AUS
7888,Bronze,GameTeam,hockey-men,Men,hockey men,hockey,Hockey,montreal-1976,Montreal 1976,Summer,Pakistan team,Pakistan,PK,PAK,1976,Hockey,PAK
7889,Gold,GameTeam,eight-with-coxswain-8-men,Men,eight with coxswain 8 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7890,Silver,GameTeam,eight-with-coxswain-8-men,Men,eight with coxswain 8 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Great Britain team,Great Britain,GB,GBR,1976,Rowing,GBR
7891,Bronze,GameTeam,eight-with-coxswain-8-men,Men,eight with coxswain 8 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,New Zealand team,New Zealand,NZ,NZL,1976,Rowing,NZL
7892,Gold,Athlete,single-sculls-1x-men,Men,single sculls 1x men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Pertti KARPPINEN,Finland,FI,FIN,1976,Rowing,FIN
7893,Silver,Athlete,single-sculls-1x-men,Men,single sculls 1x men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Peter-Michael KOLBE,Federal Republic of Germany,DE,FRG,1976,Rowing,DEU
7894,Bronze,Athlete,single-sculls-1x-men,Men,single sculls 1x men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Joachim DREIFKE,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7895,Gold,GameTeam,pair-without-coxswain-2-women,Women,pair without coxswain 2 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Bulgaria team,Bulgaria,BG,BUL,1976,Rowing,BUL
7896,Silver,GameTeam,pair-without-coxswain-2-women,Women,pair without coxswain 2 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7897,Bronze,GameTeam,pair-without-coxswain-2-women,Women,pair without coxswain 2 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,West Germany team,Federal Republic of Germany,DE,FRG,1976,Rowing,DEU
7898,Gold,GameTeam,four-oared-shell-with-coxswain-men,Men,four-oared shell with coxswain men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7899,Silver,GameTeam,four-oared-shell-with-coxswain-men,Men,four-oared shell with coxswain men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7900,Bronze,GameTeam,four-oared-shell-with-coxswain-men,Men,four-oared shell with coxswain men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,West Germany team,Federal Republic of Germany,DE,FRG,1976,Rowing,DEU
7901,Gold,GameTeam,double-sculls-2x-men,Men,double sculls 2x men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Norway team,Norway,NO,NOR,1976,Rowing,NOR
7902,Silver,GameTeam,double-sculls-2x-men,Men,double sculls 2x men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Great Britain team,Great Britain,GB,GBR,1976,Rowing,GBR
7903,Bronze,GameTeam,double-sculls-2x-men,Men,double sculls 2x men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7904,Gold,GameTeam,quadruple-sculls-without-coxsw-men,Men,quadruple sculls without coxsw men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7905,Silver,GameTeam,quadruple-sculls-without-coxsw-men,Men,quadruple sculls without coxsw men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7906,Bronze,GameTeam,quadruple-sculls-without-coxsw-men,Men,quadruple sculls without coxsw men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Czechoslovakia team,Czechoslovakia,CSHH,TCH,1976,Rowing,CZE
7907,Gold,GameTeam,fouroared-shell-with-coxswain-4-women,Women,fouroared shell with coxswain 4 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7908,Silver,GameTeam,fouroared-shell-with-coxswain-4-women,Women,fouroared shell with coxswain 4 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Bulgaria team,Bulgaria,BG,BUL,1976,Rowing,BUL
7909,Bronze,GameTeam,fouroared-shell-with-coxswain-4-women,Women,fouroared shell with coxswain 4 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7910,Gold,GameTeam,quadruple-sculls-with-coxswain-women,Women,quadruple sculls with coxswain women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7911,Silver,GameTeam,quadruple-sculls-with-coxswain-women,Women,quadruple sculls with coxswain women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7912,Bronze,GameTeam,quadruple-sculls-with-coxswain-women,Women,quadruple sculls with coxswain women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Romania team,Romania,RO,ROU,1976,Rowing,ROU
7913,Gold,GameTeam,eight-with-coxswain-8-women,Women,eight with coxswain 8 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7914,Silver,GameTeam,eight-with-coxswain-8-women,Women,eight with coxswain 8 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7915,Bronze,GameTeam,eight-with-coxswain-8-women,Women,eight with coxswain 8 women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,United States team,United States of America,US,USA,1976,Rowing,USA
7916,Gold,GameTeam,pair-oared-shell-with-coxswain-men,Men,pair-oared shell with coxswain men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7917,Silver,GameTeam,pair-oared-shell-with-coxswain-men,Men,pair-oared shell with coxswain men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7918,Bronze,GameTeam,pair-oared-shell-with-coxswain-men,Men,pair-oared shell with coxswain men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Czechoslovakia team,Czechoslovakia,CSHH,TCH,1976,Rowing,CZE
7919,Gold,GameTeam,pair-without-coxswain-2-men,Men,pair without coxswain 2 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7920,Silver,GameTeam,pair-without-coxswain-2-men,Men,pair without coxswain 2 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,United States team,United States of America,US,USA,1976,Rowing,USA
7921,Bronze,GameTeam,pair-without-coxswain-2-men,Men,pair without coxswain 2 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,West Germany team,Federal Republic of Germany,DE,FRG,1976,Rowing,DEU
7922,Gold,Athlete,single-sculls-1x-women,Women,single sculls 1x women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Christine SCHEIBLICH,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7923,Silver,Athlete,single-sculls-1x-women,Women,single sculls 1x women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Joan Louise LIND,United States of America,US,USA,1976,Rowing,USA
7924,Bronze,Athlete,single-sculls-1x-women,Women,single sculls 1x women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Elena ANTONOVA,Soviet Union,,URS,1976,Rowing,RUS
7925,Gold,GameTeam,double-sculls-2x-women,Women,double sculls 2x women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Bulgaria team,Bulgaria,BG,BUL,1976,Rowing,BUL
7926,Silver,GameTeam,double-sculls-2x-women,Women,double sculls 2x women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7927,Bronze,GameTeam,double-sculls-2x-women,Women,double sculls 2x women,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7928,Gold,GameTeam,four-without-coxswain-4-men,Men,four without coxswain 4 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Rowing,DEU
7929,Silver,GameTeam,four-without-coxswain-4-men,Men,four without coxswain 4 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Norway team,Norway,NO,NOR,1976,Rowing,NOR
7930,Bronze,GameTeam,four-without-coxswain-4-men,Men,four without coxswain 4 men,rowing,Rowing,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Rowing,RUS
7931,Gold,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nikolay ANDRIANOV,Soviet Union,,URS,1976,Gymnastics,RUS
7932,Silver,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Sawao KATO,Japan,JP,JPN,1976,Gymnastics,JPN
7933,Bronze,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Mitsuo TSUKAHARA,Japan,JP,JPN,1976,Gymnastics,JPN
7934,Gold,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Mitsuo TSUKAHARA,Japan,JP,JPN,1976,Gymnastics,JPN
7935,Silver,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Eizo KENMOTSU,Japan,JP,JPN,1976,Gymnastics,JPN
7936,Bronze,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Eberhard GIENGER,Federal Republic of Germany,DE,FRG,1976,Gymnastics,DEU
7937,Bronze,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Henry BOERIO,France,FR,FRA,1976,Gymnastics,FRA
7938,Gold,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nikolay ANDRIANOV,Soviet Union,,URS,1976,Gymnastics,RUS
7939,Silver,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Mitsuo TSUKAHARA,Japan,JP,JPN,1976,Gymnastics,JPN
7940,Bronze,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Hiroshi KAJIYAMA,Japan,JP,JPN,1976,Gymnastics,JPN
7941,Gold,Athlete,vault-women,Women,vault women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nelli KIM,Soviet Union,,URS,1976,Gymnastics,RUS
7942,Silver,Athlete,vault-women,Women,vault women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Lyudmila TURISCHEVA,Soviet Union,,URS,1976,Gymnastics,RUS
7943,Silver,Athlete,vault-women,Women,vault women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Carola DOMBECK,German Democratic Republic (Germany),DDDE,GDR,1976,Gymnastics,DEU
7944,Gold,Athlete,individual-all-round-women,Women,individual all-round women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nadia COMANECI,Romania,RO,ROU,1976,Gymnastics,ROU
7945,Silver,Athlete,individual-all-round-women,Women,individual all-round women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nelli KIM,Soviet Union,,URS,1976,Gymnastics,RUS
7946,Bronze,Athlete,individual-all-round-women,Women,individual all-round women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Lyudmila TURISCHEVA,Soviet Union,,URS,1976,Gymnastics,RUS
7947,Gold,Athlete,floor-exercises-women,Women,floor exercises women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nelli KIM,Soviet Union,,URS,1976,Gymnastics,RUS
7948,Silver,Athlete,floor-exercises-women,Women,floor exercises women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Lyudmila TURISCHEVA,Soviet Union,,URS,1976,Gymnastics,RUS
7949,Bronze,Athlete,floor-exercises-women,Women,floor exercises women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nadia COMANECI,Romania,RO,ROU,1976,Gymnastics,ROU
7950,Gold,Athlete,uneven-bars-women,Women,uneven bars women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nadia COMANECI,Romania,RO,ROU,1976,Gymnastics,ROU
7951,Silver,Athlete,uneven-bars-women,Women,uneven bars women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Teodora UNGUREANU,Romania,RO,ROU,1976,Gymnastics,ROU
7952,Bronze,Athlete,uneven-bars-women,Women,uneven bars women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Marta EGERVARI,Hungary,HU,HUN,1976,Gymnastics,HUN
7953,Gold,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Sawao KATO,Japan,JP,JPN,1976,Gymnastics,JPN
7954,Silver,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nikolay ANDRIANOV,Soviet Union,,URS,1976,Gymnastics,RUS
7955,Bronze,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Mitsuo TSUKAHARA,Japan,JP,JPN,1976,Gymnastics,JPN
7956,Gold,Athlete,balance-beam-women,Women,balance beam women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nadia COMANECI,Romania,RO,ROU,1976,Gymnastics,ROU
7957,Silver,Athlete,balance-beam-women,Women,balance beam women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Olga KORBUT,Soviet Union,,URS,1976,Gymnastics,RUS
7958,Bronze,Athlete,balance-beam-women,Women,balance beam women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Teodora UNGUREANU,Romania,RO,ROU,1976,Gymnastics,ROU
7959,Gold,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nikolay ANDRIANOV,Soviet Union,,URS,1976,Gymnastics,RUS
7960,Silver,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Aleksandr DITYATIN,Soviet Union,,URS,1976,Gymnastics,RUS
7961,Bronze,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Danut GRECU,Romania,RO,ROU,1976,Gymnastics,ROU
7962,Gold,Athlete,floor-exercises-men,Men,floor exercises men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nikolay ANDRIANOV,Soviet Union,,URS,1976,Gymnastics,RUS
7963,Silver,Athlete,floor-exercises-men,Men,floor exercises men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Vladimir MARCHENKO,Soviet Union,,URS,1976,Gymnastics,RUS
7964,Bronze,Athlete,floor-exercises-men,Men,floor exercises men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Peter Martin KORMANN,United States of America,US,USA,1976,Gymnastics,USA
7965,Gold,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Zoltan MAGYAR,Hungary,HU,HUN,1976,Gymnastics,HUN
7966,Silver,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Eizo KENMOTSU,Japan,JP,JPN,1976,Gymnastics,JPN
7967,Bronze,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Nikolay ANDRIANOV,Soviet Union,,URS,1976,Gymnastics,RUS
7968,Bronze,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Michael NIKOLAY,German Democratic Republic (Germany),DDDE,GDR,1976,Gymnastics,DEU
