,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year,sport,ico3eq
6218,Bronze,Athlete,skeet-125-targets-men,Open,skeet (125 targets) men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Konrad WIRNHIER,Federal Republic of Germany,DE,FRG,1968,Shooting,DEU
6219,Gold,Athlete,50m-rifle-3-positions-3x40-shots-men,Open,50m rifle 3 positions 3x40 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Bernd KLINGNER,Federal Republic of Germany,DE,FRG,1968,Shooting,DEU
6220,Silver,Athlete,50m-rifle-3-positions-3x40-shots-men,Open,50m rifle 3 positions 3x40 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,John Henry WRITER,United States of America,US,USA,1968,Shooting,USA
6221,Bronze,Athlete,50m-rifle-3-positions-3x40-shots-men,Open,50m rifle 3 positions 3x40 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Vitali PARKHIMOVICH,Soviet Union,,URS,1968,Shooting,RUS
6222,Gold,Athlete,trap-125-targets-men,Open,trap 125 targets men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,John Robert BRAITHWAITE,Great Britain,GB,GBR,1968,Shooting,GBR
6223,Silver,Athlete,trap-125-targets-men,Open,trap 125 targets men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Thomas Irvin GARRIGUS,United States of America,US,USA,1968,Shooting,USA
6224,Bronze,Athlete,trap-125-targets-men,Open,trap 125 targets men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Kurt CZEKALLA,German Democratic Republic (Germany),DDDE,GDR,1968,Shooting,DEU
6225,Gold,Athlete,50m-pistol-60-shots-men,Open,50m pistol 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Grigori KOSYKH,Soviet Union,,URS,1968,Shooting,RUS
6226,Silver,Athlete,50m-pistol-60-shots-men,Open,50m pistol 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Heinz MERTEL,Federal Republic of Germany,DE,FRG,1968,Shooting,DEU
6227,Bronze,Athlete,50m-pistol-60-shots-men,Open,50m pistol 60 shots men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Harald VOLLMAR,German Democratic Republic (Germany),DDDE,GDR,1968,Shooting,DEU
6228,Gold,Athlete,300m-free-rifle-3-positions-3-men,Open,300m free rifle 3 positions 3 men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Gary Lee ANDERSON,United States of America,US,USA,1968,Shooting,USA
6229,Silver,Athlete,300m-free-rifle-3-positions-3-men,Open,300m free rifle 3 positions 3 men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Valentin KORNEV,Soviet Union,,URS,1968,Shooting,RUS
6230,Bronze,Athlete,300m-free-rifle-3-positions-3-men,Open,300m free rifle 3 positions 3 men,shooting,Shooting,mexico-city-1968,Mexico City 1968,Summer,Kurt MÜLLER,Switzerland,CH,SUI,1968,Shooting,SUI
6231,Gold,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Akinori NAKAYAMA,Japan,JP,JPN,1968,Gymnastics,JPN
6232,Silver,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Mikhail VORONIN,Soviet Union,,URS,1968,Gymnastics,RUS
6233,Bronze,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Viktor KLIMENKO,Soviet Union,,URS,1968,Gymnastics,RUS
6234,Gold,Athlete,balance-beam-women,Women,balance beam women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Nataliya Kuchinskaya,Soviet Union,,URS,1968,Gymnastics,RUS
6235,Silver,Athlete,balance-beam-women,Women,balance beam women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Vera CASLAVSKA,Czechoslovakia,CSHH,TCH,1968,Gymnastics,CZE
6236,Bronze,Athlete,balance-beam-women,Women,balance beam women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Larisa PETRIK,Soviet Union,,URS,1968,Gymnastics,RUS
6237,Gold,Athlete,vault-women,Women,vault women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Vera CASLAVSKA,Czechoslovakia,CSHH,TCH,1968,Gymnastics,CZE
6238,Silver,Athlete,vault-women,Women,vault women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Erika ZUCHOLD,German Democratic Republic (Germany),DDDE,GDR,1968,Gymnastics,DEU
6239,Bronze,Athlete,vault-women,Women,vault women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Zinaida VORONINA,Soviet Union,,URS,1968,Gymnastics,RUS
6240,Gold,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Miroslav CERAR,Yugoslavia,YUCS,YUG,1968,Gymnastics,SRB
6241,Silver,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Olli Eino LAIHO,Finland,FI,FIN,1968,Gymnastics,FIN
6242,Bronze,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Mikhail VORONIN,Soviet Union,,URS,1968,Gymnastics,RUS
6243,Gold,Athlete,uneven-bars-women,Women,uneven bars women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Vera CASLAVSKA,Czechoslovakia,CSHH,TCH,1968,Gymnastics,CZE
6244,Silver,Athlete,uneven-bars-women,Women,uneven bars women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Karin JANZ,German Democratic Republic (Germany),DDDE,GDR,1968,Gymnastics,DEU
6245,Bronze,Athlete,uneven-bars-women,Women,uneven bars women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Zinaida VORONINA,Soviet Union,,URS,1968,Gymnastics,RUS
6246,Gold,GameTeam,team-competition-women,Women,team competition women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Soviet Union team,Soviet Union,,URS,1968,Gymnastics,RUS
6247,Silver,GameTeam,team-competition-women,Women,team competition women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Czechoslovakia team,Czechoslovakia,CSHH,TCH,1968,Gymnastics,CZE
6248,Bronze,GameTeam,team-competition-women,Women,team competition women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1968,Gymnastics,DEU
6249,Gold,Athlete,floor-exercises-men,Men,floor exercises men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Sawao KATO,Japan,JP,JPN,1968,Gymnastics,JPN
6250,Silver,Athlete,floor-exercises-men,Men,floor exercises men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Akinori NAKAYAMA,Japan,JP,JPN,1968,Gymnastics,JPN
6251,Bronze,Athlete,floor-exercises-men,Men,floor exercises men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Takeshi KATO,Japan,JP,JPN,1968,Gymnastics,JPN
6252,Gold,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Mikhail VORONIN,Soviet Union,,URS,1968,Gymnastics,RUS
6253,Silver,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Yukio ENDO,Japan,JP,JPN,1968,Gymnastics,JPN
6254,Bronze,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Sergei DIOMIDOV,Soviet Union,,URS,1968,Gymnastics,RUS
6255,Gold,Athlete,floor-exercises-women,Women,floor exercises women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Larisa PETRIK,Soviet Union,,URS,1968,Gymnastics,RUS
6256,Gold,Athlete,floor-exercises-women,Women,floor exercises women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Vera CASLAVSKA,Czechoslovakia,CSHH,TCH,1968,Gymnastics,CZE
6257,Bronze,Athlete,floor-exercises-women,Women,floor exercises women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Nataliya Kuchinskaya,Soviet Union,,URS,1968,Gymnastics,RUS
6258,Gold,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Mikhail VORONIN,Soviet Union,,URS,1968,Gymnastics,RUS
6259,Gold,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Akinori NAKAYAMA,Japan,JP,JPN,1968,Gymnastics,JPN
6260,Bronze,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Eizo KENMOTSU,Japan,JP,JPN,1968,Gymnastics,JPN
6261,Gold,Athlete,individual-all-round-women,Women,individual all-round women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Vera CASLAVSKA,Czechoslovakia,CSHH,TCH,1968,Gymnastics,CZE
6262,Silver,Athlete,individual-all-round-women,Women,individual all-round women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Zinaida VORONINA,Soviet Union,,URS,1968,Gymnastics,RUS
6263,Bronze,Athlete,individual-all-round-women,Women,individual all-round women,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Nataliya Kuchinskaya,Soviet Union,,URS,1968,Gymnastics,RUS
6264,Gold,GameTeam,team-all-around-men,Men,Team All-Around Men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Japan team,Japan,JP,JPN,1968,Gymnastics,JPN
6265,Silver,GameTeam,team-all-around-men,Men,Team All-Around Men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Soviet Union team,Soviet Union,,URS,1968,Gymnastics,RUS
6266,Bronze,GameTeam,team-all-around-men,Men,Team All-Around Men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1968,Gymnastics,DEU
6267,Gold,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Sawao KATO,Japan,JP,JPN,1968,Gymnastics,JPN
6268,Silver,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Mikhail VORONIN,Soviet Union,,URS,1968,Gymnastics,RUS
6269,Bronze,Athlete,individual-all-round-men,Men,individual all-round men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Akinori NAKAYAMA,Japan,JP,JPN,1968,Gymnastics,JPN
6270,Gold,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Akinori NAKAYAMA,Japan,JP,JPN,1968,Gymnastics,JPN
6271,Silver,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Mikhail VORONIN,Soviet Union,,URS,1968,Gymnastics,RUS
6272,Bronze,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,mexico-city-1968,Mexico City 1968,Summer,Sawao KATO,Japan,JP,JPN,1968,Gymnastics,JPN
6273,Gold,GameTeam,football-men,Men,football men,football,Football,mexico-city-1968,Mexico City 1968,Summer,Hungary team,Hungary,HU,HUN,1968,Football,HUN
6274,Silver,GameTeam,football-men,Men,football men,football,Football,mexico-city-1968,Mexico City 1968,Summer,Bulgaria team,Bulgaria,BG,BUL,1968,Football,BUL
6275,Bronze,GameTeam,football-men,Men,football men,football,Football,mexico-city-1968,Mexico City 1968,Summer,Japan team,Japan,JP,JPN,1968,Football,JPN
6276,Gold,GameTeam,team-time-trial-men,Men,team time trial men,cycling-road,Cycling Road,mexico-city-1968,Mexico City 1968,Summer,Netherlands team,Netherlands,NL,NED,1968,Cycling,NED
6277,Silver,GameTeam,team-time-trial-men,Men,team time trial men,cycling-road,Cycling Road,mexico-city-1968,Mexico City 1968,Summer,Sweden team,Sweden,SE,SWE,1968,Cycling,SWE
6278,Bronze,GameTeam,team-time-trial-men,Men,team time trial men,cycling-road,Cycling Road,mexico-city-1968,Mexico City 1968,Summer,Italy team,Italy,IT,ITA,1968,Cycling,ITA
6279,Gold,Athlete,individual-road-race-men,Men,individual road race men,cycling-road,Cycling Road,mexico-city-1968,Mexico City 1968,Summer,Pierfranco VIANELLI,Italy,IT,ITA,1968,Cycling,ITA
6280,Silver,Athlete,individual-road-race-men,Men,individual road race men,cycling-road,Cycling Road,mexico-city-1968,Mexico City 1968,Summer,Leif MORTENSEN,Denmark,DK,DEN,1968,Cycling,DEN
6281,Bronze,Athlete,individual-road-race-men,Men,individual road race men,cycling-road,Cycling Road,mexico-city-1968,Mexico City 1968,Summer,Gösta A.B. PETTERSSON,Sweden,SE,SWE,1968,Cycling,SWE
6282,Gold,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Daniel MORELON,France,FR,FRA,1968,Cycling,FRA
6283,Silver,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Giordano TURRINI,Italy,IT,ITA,1968,Cycling,ITA
6284,Bronze,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Pierre TRENTIN,France,FR,FRA,1968,Cycling,FRA
6285,Gold,GameTeam,team-pursuit-4000m-men,Men,Team Pursuit 4000m men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Denmark team,Denmark,DK,DEN,1968,Cycling,DEN
6286,Silver,GameTeam,team-pursuit-4000m-men,Men,Team Pursuit 4000m men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,West Germany team,Federal Republic of Germany,DE,FRG,1968,Cycling,DEU
6287,Bronze,GameTeam,team-pursuit-4000m-men,Men,Team Pursuit 4000m men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Italy team,Italy,IT,ITA,1968,Cycling,ITA
6288,Gold,Athlete,individual-pursuit-men,Men,Individual Pursuit men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Daniel REBILLARD,France,FR,FRA,1968,Cycling,FRA
6289,Silver,Athlete,individual-pursuit-men,Men,Individual Pursuit men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Mogens Frey JENSEN,Denmark,DK,DEN,1968,Cycling,DEN
6290,Bronze,Athlete,individual-pursuit-men,Men,Individual Pursuit men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Xaver KURMANN,Switzerland,CH,SUI,1968,Cycling,SUI
6291,Gold,Athlete,1km-time-trial-men,Men,1km time trial men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Pierre TRENTIN,France,FR,FRA,1968,Cycling,FRA
6292,Silver,Athlete,1km-time-trial-men,Men,1km time trial men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Niels Christian FREDBORG,Denmark,DK,DEN,1968,Cycling,DEN
6293,Bronze,Athlete,1km-time-trial-men,Men,1km time trial men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Janusz KIERZKOWSKI,Poland,PL,POL,1968,Cycling,POL
6294,Gold,GameTeam,2000m-tandem-men,Men,2000m tandem men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,France team,France,FR,FRA,1968,Cycling,FRA
6295,Silver,GameTeam,2000m-tandem-men,Men,2000m tandem men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Netherlands team,Netherlands,NL,NED,1968,Cycling,NED
6296,Bronze,GameTeam,2000m-tandem-men,Men,2000m tandem men,cycling-track,Cycling Track,mexico-city-1968,Mexico City 1968,Summer,Belgium team,Belgium,BE,BEL,1968,Cycling,BEL
6297,Gold,GameTeam,4x100m-medley-relay-women,Women,4x100m medley relay women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,United States team,United States of America,US,USA,1968,Aquatics,USA
6298,Silver,GameTeam,4x100m-medley-relay-women,Women,4x100m medley relay women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Australia team,Australia,AU,AUS,1968,Aquatics,AUS
6299,Bronze,GameTeam,4x100m-medley-relay-women,Women,4x100m medley relay women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,West Germany team,Federal Republic of Germany,DE,FRG,1968,Aquatics,DEU
6300,Gold,Athlete,100m-backstroke-men,Men,100m backstroke men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Roland MATTHES,German Democratic Republic (Germany),DDDE,GDR,1968,Aquatics,DEU
6301,Silver,Athlete,100m-backstroke-men,Men,100m backstroke men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Charlie HICKCOX,United States of America,US,USA,1968,Aquatics,USA
6302,Bronze,Athlete,100m-backstroke-men,Men,100m backstroke men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Ronald P. MILLS,United States of America,US,USA,1968,Aquatics,USA
6303,Gold,Athlete,800m-freestyle-women,Women,800m freestyle women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Debbie MEYER,United States of America,US,USA,1968,Aquatics,USA
6304,Silver,Athlete,800m-freestyle-women,Women,800m freestyle women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Pamela Jean KRUSE,United States of America,US,USA,1968,Aquatics,USA
6305,Bronze,Athlete,800m-freestyle-women,Women,800m freestyle women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Maria Teresa RAMIREZ,Mexico,MX,MEX,1968,Aquatics,MEX
6306,Gold,GameTeam,4x100m-medley-relay-men,Men,4x100m medley relay men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,United States team,United States of America,US,USA,1968,Aquatics,USA
6307,Silver,GameTeam,4x100m-medley-relay-men,Men,4x100m medley relay men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1968,Aquatics,DEU
6308,Bronze,GameTeam,4x100m-medley-relay-men,Men,4x100m medley relay men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Soviet Union team,Soviet Union,,URS,1968,Aquatics,RUS
6309,Gold,Athlete,200m-butterfly-women,Women,200m butterfly women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Aagje Ada KOK,Netherlands,NL,NED,1968,Aquatics,NED
6310,Silver,Athlete,200m-butterfly-women,Women,200m butterfly women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Helga LINDNER,German Democratic Republic (Germany),DDDE,GDR,1968,Aquatics,DEU
6311,Bronze,Athlete,200m-butterfly-women,Women,200m butterfly women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Eleanor Suzanne DANIEL,United States of America,US,USA,1968,Aquatics,USA
6312,Gold,GameTeam,4x100m-freestyle-relay-men,Men,4x100m freestyle relay men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,United States team,United States of America,US,USA,1968,Aquatics,USA
6313,Silver,GameTeam,4x100m-freestyle-relay-men,Men,4x100m freestyle relay men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Soviet Union team,Soviet Union,,URS,1968,Aquatics,RUS
6314,Bronze,GameTeam,4x100m-freestyle-relay-men,Men,4x100m freestyle relay men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Australia team,Australia,AU,AUS,1968,Aquatics,AUS
6315,Gold,Athlete,200m-freestyle-men,Men,200m freestyle men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Michael Vincent WENDEN,Australia,AU,AUS,1968,Aquatics,AUS
6316,Silver,Athlete,200m-freestyle-men,Men,200m freestyle men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Donald Arthur SCHOLLANDER,United States of America,US,USA,1968,Aquatics,USA
6317,Bronze,Athlete,200m-freestyle-men,Men,200m freestyle men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,John Mauer NELSON,United States of America,US,USA,1968,Aquatics,USA
6318,Gold,Athlete,100m-freestyle-women,Women,100m freestyle women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Jane Margo HENNE,United States of America,US,USA,1968,Aquatics,USA
6319,Silver,Athlete,100m-freestyle-women,Women,100m freestyle women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Susan Jane PEDERSEN,United States of America,US,USA,1968,Aquatics,USA
6320,Bronze,Athlete,100m-freestyle-women,Women,100m freestyle women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Linda Lee GUSTAVSON,United States of America,US,USA,1968,Aquatics,USA
6321,Gold,Athlete,200m-backstroke-women,Women,200m backstroke women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Lillian Debra WATSON,United States of America,US,USA,1968,Aquatics,USA
6322,Silver,Athlete,200m-backstroke-women,Women,200m backstroke women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Elaine TANNER,Canada,CA,CAN,1968,Aquatics,CAN
6323,Bronze,Athlete,200m-backstroke-women,Women,200m backstroke women,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,Kaye Marie HALL,United States of America,US,USA,1968,Aquatics,USA
6324,Gold,GameTeam,4x200m-freestyle-relay-men,Men,4x200m freestyle relay men,swimming,Swimming,mexico-city-1968,Mexico City 1968,Summer,United States team,United States of America,US,USA,1968,Aquatics,USA
