,gameName,ico3,year,medalValue,medalRank,participantType,medalValueRunningAverage,medalRankRunningAverage,iso3,gdpPerCap,population,gameId,gameSeason,country,ico2,ico3eq,gameType,medalCount
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
846,Mexico City 1968,GDR,1968,61,5.0,CountryOverall,61.0,5.0,,,,mexico-city-1968,Summer,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
868,Mexico City 1968,ETH,1968,6,28.0,CountryOverall,4.666666666666667,27.166666666666668,ETH,,26944386.0,mexico-city-1968,Summer,Ethiopia,ET,ETH,Olympic Games,1
868,Mexico City 1968,ETH,1968,6,28.0,CountryOverall,4.666666666666667,27.166666666666668,ETH,,26944386.0,mexico-city-1968,Summer,Ethiopia,ET,ETH,Olympic Games,1
864,Mexico City 1968,FIN,1968,9,23.0,CountryOverall,31.5,7.181818181818182,FIN,1907.07727217667,4626469.0,mexico-city-1968,Summer,Finland,FI,FIN,Olympic Games,1
864,Mexico City 1968,FIN,1968,9,23.0,CountryOverall,31.5,7.181818181818182,FIN,1907.07727217667,4626469.0,mexico-city-1968,Summer,Finland,FI,FIN,Olympic Games,1
864,Mexico City 1968,FIN,1968,9,23.0,CountryOverall,31.5,7.181818181818182,FIN,1907.07727217667,4626469.0,mexico-city-1968,Summer,Finland,FI,FIN,Olympic Games,1
864,Mexico City 1968,FIN,1968,9,23.0,CountryOverall,31.5,7.181818181818182,FIN,1907.07727217667,4626469.0,mexico-city-1968,Summer,Finland,FI,FIN,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
849,Mexico City 1968,FRA,1968,39,7.5,CountryOverall,37.625,7.333333333333333,FRA,2536.08511406552,51175507.0,mexico-city-1968,Summer,France,FR,FRA,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
852,Mexico City 1968,GBR,1968,33,11.5,CountryOverall,48.86363636363637,7.7727272727272725,GBR,1951.75859587532,55211700.0,mexico-city-1968,Summer,Great Britain,GB,GBR,Olympic Games,1
883,Mexico City 1968,GRE,1968,1,43.0,CountryOverall,15.0,21.3125,GRC,1154.43853055613,8740765.0,mexico-city-1968,Summer,Greece,GR,GRE,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
844,Mexico City 1968,HUN,1968,72,3.0,CountryOverall,30.45,7.95,HUN,,10255815.0,mexico-city-1968,Summer,Hungary,HU,HUN,Olympic Games,1
884,Mexico City 1968,IND,1968,1,43.0,CountryOverall,3.6,27.3,IND,99.8759627220214,531513834.0,mexico-city-1968,Summer,India,IN,IND,Olympic Games,1
861,Mexico City 1968,IRI,1968,12,20.0,CountryOverall,7.166666666666667,24.416666666666668,IRN,318.991906649889,27032576.0,mexico-city-1968,Summer,Islamic Republic of Iran,IR,IRI,Olympic Games,1
861,Mexico City 1968,IRI,1968,12,20.0,CountryOverall,7.166666666666667,24.416666666666668,IRN,318.991906649889,27032576.0,mexico-city-1968,Summer,Islamic Republic of Iran,IR,IRI,Olympic Games,1
861,Mexico City 1968,IRI,1968,12,20.0,CountryOverall,7.166666666666667,24.416666666666668,IRN,318.991906649889,27032576.0,mexico-city-1968,Summer,Islamic Republic of Iran,IR,IRI,Olympic Games,1
861,Mexico City 1968,IRI,1968,12,20.0,CountryOverall,7.166666666666667,24.416666666666668,IRN,318.991906649889,27032576.0,mexico-city-1968,Summer,Islamic Republic of Iran,IR,IRI,Olympic Games,1
861,Mexico City 1968,IRI,1968,12,20.0,CountryOverall,7.166666666666667,24.416666666666668,IRN,318.991906649889,27032576.0,mexico-city-1968,Summer,Islamic Republic of Iran,IR,IRI,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
854,Mexico City 1968,ITA,1968,29,13.0,CountryOverall,37.36842105263158,7.578947368421052,ITA,1651.93937679756,53235750.0,mexico-city-1968,Summer,Italy,IT,ITA,Olympic Games,1
882,Mexico City 1968,JAM,1968,2,40.0,CountryOverall,8.0,25.333333333333332,JAM,593.624723808399,1825873.0,mexico-city-1968,Summer,Jamaica,JM,JAM,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
845,Mexico City 1968,JPN,1968,65,4.0,CountryOverall,31.727272727272727,10.772727272727273,JPN,1451.33770268101,101011000.0,mexico-city-1968,Summer,Japan,JP,JPN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
855,Mexico City 1968,KEN,1968,22,14.0,CountryOverall,11.5,26.0,KEN,128.397262018686,10539909.0,mexico-city-1968,Summer,Kenya,KE,KEN,Olympic Games,1
878,Mexico City 1968,KOR,1968,3,37.0,CountryOverall,3.0,31.7,KOR,198.431298008386,30838302.0,mexico-city-1968,Summer,Republic of Korea,KR,KOR,Olympic Games,1
878,Mexico City 1968,KOR,1968,3,37.0,CountryOverall,3.0,31.7,KOR,198.431298008386,30838302.0,mexico-city-1968,Summer,Republic of Korea,KR,KOR,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
856,Mexico City 1968,MEX,1968,21,15.0,CountryOverall,6.125,27.5,MEX,606.211132724704,48431971.0,mexico-city-1968,Summer,Mexico,MX,MEX,Olympic Games,1
872,Mexico City 1968,MGL,1968,5,31.5,CountryOverall,5.0,31.5,MNG,,1207104.0,mexico-city-1968,Summer,Mongolia,MN,MGL,Olympic Games,1
872,Mexico City 1968,MGL,1968,5,31.5,CountryOverall,5.0,31.5,MNG,,1207104.0,mexico-city-1968,Summer,Mongolia,MN,MGL,Olympic Games,1
872,Mexico City 1968,MGL,1968,5,31.5,CountryOverall,5.0,31.5,MNG,,1207104.0,mexico-city-1968,Summer,Mongolia,MN,MGL,Olympic Games,1
872,Mexico City 1968,MGL,1968,5,31.5,CountryOverall,5.0,31.5,MNG,,1207104.0,mexico-city-1968,Summer,Mongolia,MN,MGL,Olympic Games,1
859,Mexico City 1968,NED,1968,19,17.5,CountryOverall,16.1875,13.25,NLD,2185.24865888657,12729721.0,mexico-city-1968,Summer,Netherlands,NL,NED,Olympic Games,1
