,key,year,value
947,Uruguay,1800,164.0
948,Uruguay,1900,114.0
949,Uruguay,2000,127.0
950,Uruguay,2023,134.0
951,Uruguay,2100,139.0
952,Uzbekistan,1800,59.0
953,Uzbekistan,1900,56.0
954,Uzbekistan,2000,39.0
955,Uzbekistan,2023,43.0
956,Uzbekistan,2100,55.0
957,Vanuatu,1800,172.0
958,Vanuatu,1900,172.0
959,Vanuatu,2000,176.0
960,Vanuatu,2023,175.0
961,Vanuatu,2100,162.0
962,Venezuela,1800,80.0
963,Venezuela,1900,70.0
964,Venezuela,2000,40.0
965,Venezuela,2023,50.0
966,Venezuela,2100,61.0
967,Vietnam,1800,29.0
968,Vietnam,1900,21.0
969,Vietnam,2000,13.0
970,Vietnam,2023,15.0
971,Vietnam,2100,25.0
972,Zambia,1800,96.0
973,Zambia,1900,94.0
974,Zambia,2000,73.0
975,Zambia,2023,63.0
976,Zambia,2100,30.0
977,Zimbabwe,1800,74.0
978,Zimbabwe,1900,108.0
979,Zimbabwe,2000,65.0
980,Zimbabwe,2023,74.0
981,Zimbabwe,2100,66.0
