,date,indicator,value
699,1992-11-30,SD 5 year,7.8
700,1992-10-31,SD 1 year,6.0
701,1992-10-31,SD 5 year,6.8
702,1992-09-30,SD 1 year,5.9
703,1992-09-30,SD 5 year,6.2
704,1992-08-31,SD 1 year,6.0
705,1992-08-31,SD 5 year,6.2
706,1992-07-31,SD 1 year,6.7
707,1992-07-31,SD 5 year,6.2
708,1992-06-30,SD 1 year,6.5
709,1992-06-30,SD 5 year,6.0
710,1992-05-31,SD 1 year,5.0
711,1992-05-31,SD 5 year,6.3
712,1992-04-30,SD 1 year,6.2
713,1992-04-30,SD 5 year,6.2
714,1992-03-31,SD 1 year,5.1
715,1992-03-31,SD 5 year,5.3
716,1992-02-29,SD 1 year,6.4
717,1992-02-29,SD 5 year,5.4
718,1992-01-31,SD 1 year,6.8
719,1992-01-31,SD 5 year,7.4
720,1991-12-31,SD 1 year,8.1
721,1991-12-31,SD 5 year,6.2
722,1991-11-30,SD 1 year,8.4
723,1991-11-30,SD 5 year,6.5
724,1991-10-31,SD 1 year,7.7
725,1991-10-31,SD 5 year,7.0
726,1991-09-30,SD 1 year,5.4
727,1991-09-30,SD 5 year,6.5
728,1991-08-31,SD 1 year,6.8
729,1991-08-31,SD 5 year,8.0
730,1991-07-31,SD 1 year,4.9
731,1991-07-31,SD 5 year,7.2
732,1991-06-30,SD 1 year,7.1
733,1991-06-30,SD 5 year,7.8
734,1991-05-31,SD 1 year,7.9
735,1991-05-31,SD 5 year,7.1
736,1991-04-30,SD 1 year,7.0
737,1991-04-30,SD 5 year,6.1
738,1991-03-31,SD 1 year,7.1
739,1991-03-31,SD 5 year,8.0
740,1991-02-28,SD 1 year,7.7
741,1991-02-28,SD 5 year,7.9
742,1991-01-31,SD 1 year,7.3
743,1991-01-31,SD 5 year,6.7
744,1990-12-31,SD 1 year,7.7
745,1990-12-31,SD 5 year,7.4
746,1990-11-30,SD 1 year,6.8
747,1990-11-30,SD 5 year,7.3
748,1990-10-31,SD 1 year,6.7
749,1990-10-31,SD 5 year,7.8
750,1990-09-30,SD 1 year,7.0
751,1990-09-30,SD 5 year,6.6
752,1990-08-31,SD 1 year,7.0
753,1990-08-31,SD 5 year,6.6
754,1990-07-31,SD 1 year,5.5
755,1990-07-31,SD 5 year,5.6
756,1990-06-30,SD 1 year,6.1
757,1990-06-30,SD 5 year,6.5
758,1990-05-31,SD 1 year,5.5
759,1990-05-31,SD 5 year,7.6
760,1990-04-30,SD 1 year,5.3
761,1990-04-30,SD 5 year,5.8
762,1990-03-31,SD 1 year,6.4
763,1990-02-28,SD 1 year,6.9
764,1990-01-31,SD 1 year,7.3
765,1989-12-31,SD 1 year,5.6
766,1989-11-30,SD 1 year,5.6
767,1989-10-31,SD 1 year,5.9
768,1989-09-30,SD 1 year,5.8
769,1989-08-31,SD 1 year,6.6
770,1989-07-31,SD 1 year,6.4
771,1989-06-30,SD 1 year,6.0
772,1989-05-31,SD 1 year,7.1
773,1989-04-30,SD 1 year,5.0
774,1989-03-31,SD 1 year,8.1
775,1989-02-28,SD 1 year,5.5
776,1989-01-31,SD 1 year,6.5
777,1988-12-31,SD 1 year,5.7
778,1988-11-30,SD 1 year,7.5
779,1988-10-31,SD 1 year,6.6
780,1988-09-30,SD 1 year,7.4
781,1988-08-31,SD 1 year,6.4
782,1988-07-31,SD 1 year,6.2
783,1988-06-30,SD 1 year,7.9
784,1988-05-31,SD 1 year,6.6
785,1988-04-30,SD 1 year,5.8
786,1988-03-31,SD 1 year,5.2
787,1988-02-29,SD 1 year,6.6
788,1988-01-31,SD 1 year,6.2
789,1987-12-31,SD 1 year,5.4
790,1987-12-31,SD 5 year,7.5
791,1987-11-30,SD 1 year,5.4
792,1987-10-31,SD 1 year,5.5
793,1987-09-30,SD 1 year,6.6
794,1987-09-30,SD 5 year,6.4
795,1987-08-31,SD 1 year,5.7
796,1987-07-31,SD 1 year,5.4
797,1987-06-30,SD 1 year,5.4
798,1987-06-30,SD 5 year,7.5
799,1987-05-31,SD 1 year,6.0
800,1987-04-30,SD 1 year,4.8
801,1987-03-31,SD 1 year,4.5
802,1987-03-31,SD 5 year,6.8
803,1987-02-28,SD 1 year,5.2
804,1987-01-31,SD 1 year,5.2
805,1986-12-31,SD 1 year,5.9
806,1986-12-31,SD 5 year,6.1
807,1986-11-30,SD 1 year,5.5
808,1986-10-31,SD 1 year,4.3
809,1986-09-30,SD 1 year,4.5
810,1986-09-30,SD 5 year,7.7
811,1986-08-31,SD 1 year,6.4
812,1986-07-31,SD 1 year,5.9
813,1986-06-30,SD 1 year,5.1
814,1986-06-30,SD 5 year,6.3
815,1986-05-31,SD 1 year,5.4
816,1986-04-30,SD 1 year,6.9
817,1986-03-31,SD 1 year,6.7
818,1986-03-31,SD 5 year,8.1
819,1986-02-28,SD 1 year,6.4
820,1986-01-31,SD 1 year,7.0
821,1985-12-31,SD 1 year,6.7
822,1985-11-30,SD 1 year,6.7
823,1985-10-31,SD 1 year,6.6
824,1985-09-30,SD 1 year,6.9
825,1985-09-30,SD 5 year,9.3
826,1985-08-31,SD 1 year,4.7
827,1985-08-31,SD 5 year,6.5
828,1985-07-31,SD 1 year,7.2
829,1985-07-31,SD 5 year,8.5
830,1985-06-30,SD 1 year,7.3
831,1985-05-31,SD 1 year,6.9
832,1985-04-30,SD 1 year,6.7
833,1985-03-31,SD 1 year,6.0
834,1985-03-31,SD 5 year,8.0
835,1985-02-28,SD 1 year,7.3
836,1985-02-28,SD 5 year,8.8
837,1985-01-31,SD 1 year,6.2
838,1985-01-31,SD 5 year,7.5
839,1984-12-31,SD 1 year,6.9
840,1984-11-30,SD 1 year,7.1
841,1984-10-31,SD 1 year,7.4
842,1984-09-30,SD 1 year,6.2
843,1984-09-30,SD 5 year,7.3
844,1984-08-31,SD 1 year,7.0
845,1984-08-31,SD 5 year,7.7
846,1984-07-31,SD 1 year,5.8
847,1984-07-31,SD 5 year,7.0
848,1984-06-30,SD 1 year,5.3
849,1984-05-31,SD 1 year,7.2
850,1984-04-30,SD 1 year,7.6
851,1984-03-31,SD 1 year,7.6
852,1984-03-31,SD 5 year,8.3
853,1984-02-29,SD 1 year,7.3
854,1984-02-29,SD 5 year,8.3
855,1984-01-31,SD 1 year,6.5
856,1984-01-31,SD 5 year,8.7
857,1983-12-31,SD 1 year,7.0
858,1983-11-30,SD 1 year,7.6
859,1983-10-31,SD 1 year,6.1
860,1983-09-30,SD 1 year,7.3
861,1983-09-30,SD 5 year,8.1
862,1983-08-31,SD 1 year,7.0
863,1983-08-31,SD 5 year,8.9
864,1983-07-31,SD 1 year,6.8
865,1983-07-31,SD 5 year,7.3
866,1983-06-30,SD 1 year,7.7
867,1983-05-31,SD 1 year,7.3
868,1983-04-30,SD 1 year,7.0
869,1983-03-31,SD 1 year,6.3
870,1983-03-31,SD 5 year,7.0
871,1983-02-28,SD 1 year,8.1
872,1983-02-28,SD 5 year,8.8
873,1983-01-31,SD 1 year,8.5
874,1983-01-31,SD 5 year,8.3
875,1982-12-31,SD 1 year,8.0
876,1982-11-30,SD 1 year,7.8
877,1982-10-31,SD 1 year,9.6
878,1982-09-30,SD 1 year,7.9
879,1982-09-30,SD 5 year,8.7
880,1982-08-31,SD 1 year,8.3
881,1982-08-31,SD 5 year,8.8
882,1982-07-31,SD 1 year,7.5
883,1982-07-31,SD 5 year,9.0
884,1982-06-30,SD 1 year,8.8
885,1982-05-31,SD 1 year,8.1
886,1982-04-30,SD 1 year,7.8
887,1982-03-31,SD 1 year,9.6
888,1982-03-31,SD 5 year,9.5
889,1982-02-28,SD 1 year,7.6
890,1982-02-28,SD 5 year,7.8
891,1982-01-31,SD 1 year,7.7
892,1982-01-31,SD 5 year,8.7
893,1981-12-31,SD 1 year,8.3
894,1981-11-30,SD 1 year,9.6
895,1981-10-31,SD 1 year,8.6
896,1981-09-30,SD 1 year,10.2
897,1981-09-30,SD 5 year,10.2
898,1981-08-31,SD 1 year,8.1
899,1981-08-31,SD 5 year,8.6
900,1981-07-31,SD 1 year,9.1
901,1981-07-31,SD 5 year,9.9
902,1981-06-30,SD 1 year,7.8
903,1981-05-31,SD 1 year,9.4
904,1981-04-30,SD 1 year,10.4
905,1981-03-31,SD 1 year,7.9
906,1981-03-31,SD 5 year,8.9
907,1981-02-28,SD 1 year,8.7
908,1981-02-28,SD 5 year,8.9
909,1981-01-31,SD 1 year,7.5
910,1981-01-31,SD 5 year,9.1
911,1980-12-31,SD 1 year,10.5
912,1980-11-30,SD 1 year,10.6
913,1980-10-31,SD 1 year,10.3
914,1980-09-30,SD 1 year,8.1
915,1980-09-30,SD 5 year,9.7
916,1980-08-31,SD 1 year,8.7
917,1980-08-31,SD 5 year,9.0
918,1980-07-31,SD 1 year,10.2
919,1980-06-30,SD 1 year,9.9
920,1980-05-31,SD 1 year,10.2
921,1980-04-30,SD 1 year,11.5
922,1980-03-31,SD 1 year,11.0
923,1980-02-29,SD 1 year,8.9
924,1980-02-29,SD 5 year,10.9
925,1980-01-31,SD 1 year,11.5
926,1979-12-31,SD 1 year,10.0
927,1979-11-30,SD 1 year,10.3
928,1979-10-31,SD 1 year,8.3
929,1979-09-30,SD 1 year,9.3
930,1979-08-31,SD 1 year,9.4
931,1979-07-31,SD 1 year,9.8
932,1979-06-30,SD 1 year,10.5
933,1979-05-31,SD 1 year,10.5
934,1979-04-30,SD 1 year,9.2
935,1979-03-31,SD 1 year,8.7
936,1979-02-28,SD 1 year,10.8
937,1979-02-28,SD 5 year,9.8
938,1979-01-31,SD 1 year,9.2
939,1978-12-31,SD 1 year,7.1
940,1978-11-30,SD 1 year,9.1
941,1978-10-31,SD 1 year,6.1
942,1978-09-30,SD 1 year,8.3
943,1978-08-31,SD 1 year,10.1
944,1978-07-31,SD 1 year,7.3
945,1978-06-30,SD 1 year,7.9
946,1978-05-31,SD 1 year,9.6
947,1978-04-30,SD 1 year,7.5
948,1978-03-31,SD 1 year,7.2
949,1978-02-28,SD 1 year,8.5
950,1978-01-31,SD 1 year,5.6
