,date,durables,value
750,2010-11-01,Durables,-2.47414
751,2010-11-01,Services,1.80753
752,2010-11-01,Non-durables,1.72817
753,2010-12-01,Durables,-2.53178
754,2010-12-01,Services,2.69878
755,2010-12-01,Non-durables,1.69579
756,2011-01-01,Durables,-2.21634
757,2011-01-01,Services,2.97587
758,2011-01-01,Non-durables,1.67856
759,2011-02-01,Durables,-1.74643
760,2011-02-01,Services,3.82497
761,2011-02-01,Non-durables,1.75308
762,2011-03-01,Durables,-1.79746
763,2011-03-01,Services,5.08349
764,2011-03-01,Non-durables,1.74587
765,2011-04-01,Durables,-1.18668
766,2011-04-01,Services,6.29963
767,2011-04-01,Non-durables,1.81406
768,2011-05-01,Durables,-0.82064
769,2011-05-01,Services,7.19428
770,2011-05-01,Non-durables,1.88581
771,2011-06-01,Durables,-0.36368
772,2011-06-01,Services,7.09002
773,2011-06-01,Non-durables,1.8852
774,2011-07-01,Durables,0.03151
775,2011-07-01,Services,6.98121
776,2011-07-01,Non-durables,1.98456
777,2011-08-01,Durables,-0.16037
778,2011-08-01,Services,7.16146
779,2011-08-01,Non-durables,2.10291
780,2011-09-01,Durables,-0.49738
781,2011-09-01,Services,7.26355
782,2011-09-01,Non-durables,2.18177
783,2011-10-01,Durables,-0.31664
784,2011-10-01,Services,6.3396
785,2011-10-01,Non-durables,1.96639
786,2011-11-01,Durables,-0.3868
787,2011-11-01,Services,6.1535
788,2011-11-01,Non-durables,2.04251
789,2011-12-01,Durables,-0.19098
790,2011-12-01,Services,4.88411
791,2011-12-01,Non-durables,2.16611
792,2012-01-01,Durables,-0.27357
793,2012-01-01,Services,4.74824
794,2012-01-01,Non-durables,2.28476
795,2012-02-01,Durables,-0.51687
796,2012-02-01,Services,4.68318
797,2012-02-01,Non-durables,2.25973
798,2012-03-01,Durables,-0.55049
799,2012-03-01,Services,3.89803
800,2012-03-01,Non-durables,2.20324
801,2012-04-01,Durables,-1.04022
802,2012-04-01,Services,2.86938
803,2012-04-01,Non-durables,2.18178
804,2012-05-01,Durables,-1.19091
805,2012-05-01,Services,1.45542
806,2012-05-01,Non-durables,2.0494
807,2012-06-01,Durables,-1.61254
808,2012-06-01,Services,1.25045
809,2012-06-01,Non-durables,2.1386
810,2012-07-01,Durables,-1.7137
811,2012-07-01,Services,0.88002
812,2012-07-01,Non-durables,2.07553
813,2012-08-01,Durables,-1.79157
814,2012-08-01,Services,1.56066
815,2012-08-01,Non-durables,2.01277
816,2012-09-01,Durables,-1.57481
817,2012-09-01,Services,2.15025
818,2012-09-01,Non-durables,2.02945
819,2012-10-01,Durables,-1.69114
820,2012-10-01,Services,2.69318
821,2012-10-01,Non-durables,2.31274
822,2012-11-01,Durables,-1.60769
823,2012-11-01,Services,1.52112
824,2012-11-01,Non-durables,2.27858
825,2012-12-01,Durables,-1.60811
826,2012-12-01,Services,1.31703
827,2012-12-01,Non-durables,2.23358
828,2013-01-01,Durables,-1.84101
829,2013-01-01,Services,0.9505
830,2013-01-01,Non-durables,2.17115
831,2013-02-01,Durables,-1.82042
832,2013-02-01,Services,1.46118
833,2013-02-01,Non-durables,2.2108
834,2013-03-01,Durables,-1.97863
835,2013-03-01,Services,0.05882
836,2013-03-01,Non-durables,2.22515
837,2013-04-01,Durables,-2.05946
838,2013-04-01,Services,-0.71328
839,2013-04-01,Non-durables,2.18439
840,2013-05-01,Durables,-2.12641
841,2013-05-01,Services,-0.16073
842,2013-05-01,Non-durables,2.27393
843,2013-06-01,Durables,-1.86196
844,2013-06-01,Services,0.81458
845,2013-06-01,Non-durables,2.304
846,2013-07-01,Durables,-1.94488
847,2013-07-01,Services,1.11118
848,2013-07-01,Non-durables,2.35422
849,2013-08-01,Durables,-2.0701
850,2013-08-01,Services,0.3674
851,2013-08-01,Non-durables,2.3513
852,2013-09-01,Durables,-1.95199
853,2013-09-01,Services,-0.95934
854,2013-09-01,Non-durables,2.38669
855,2013-10-01,Durables,-2.04133
856,2013-10-01,Services,-1.47944
857,2013-10-01,Non-durables,2.38765
858,2013-11-01,Durables,-2.19775
859,2013-11-01,Services,-0.6214
860,2013-11-01,Non-durables,2.45794
861,2013-12-01,Durables,-2.49793
862,2013-12-01,Services,0.21782
863,2013-12-01,Non-durables,2.54925
864,2014-01-01,Durables,-2.6302
865,2014-01-01,Services,0.43986
866,2014-01-01,Non-durables,2.48758
867,2014-02-01,Durables,-2.79741
868,2014-02-01,Services,-0.60803
869,2014-02-01,Non-durables,2.40945
870,2014-03-01,Durables,-2.60863
871,2014-03-01,Services,0.24612
872,2014-03-01,Non-durables,2.58608
873,2014-04-01,Durables,-2.35099
874,2014-04-01,Services,1.34148
875,2014-04-01,Non-durables,2.58861
876,2014-05-01,Durables,-2.5892
877,2014-05-01,Services,1.75883
878,2014-05-01,Non-durables,2.64982
879,2014-06-01,Durables,-2.69105
880,2014-06-01,Services,1.56888
881,2014-06-01,Non-durables,2.57399
882,2014-07-01,Durables,-2.53702
883,2014-07-01,Services,1.38222
884,2014-07-01,Non-durables,2.6507
885,2014-08-01,Durables,-2.39769
886,2014-08-01,Services,0.7381
887,2014-08-01,Non-durables,2.5898
888,2014-09-01,Durables,-2.56216
889,2014-09-01,Services,0.86456
890,2014-09-01,Non-durables,2.552
891,2014-10-01,Durables,-2.44248
892,2014-10-01,Services,0.54059
893,2014-10-01,Non-durables,2.34264
894,2014-11-01,Durables,-2.70829
895,2014-11-01,Services,-0.30614
896,2014-11-01,Non-durables,2.31282
897,2014-12-01,Durables,-2.78102
898,2014-12-01,Services,-1.72978
899,2014-12-01,Non-durables,2.26568
900,2015-01-01,Durables,-2.79554
901,2015-01-01,Services,-4.21446
902,2015-01-01,Non-durables,2.12163
903,2015-02-01,Durables,-2.34494
904,2015-02-01,Services,-3.8185
905,2015-02-01,Non-durables,2.07455
906,2015-03-01,Durables,-2.33706
907,2015-03-01,Services,-3.27022
908,2015-03-01,Non-durables,1.87436
909,2015-04-01,Durables,-2.17527
910,2015-04-01,Services,-3.89988
911,2015-04-01,Non-durables,1.88361
912,2015-05-01,Durables,-1.90098
913,2015-05-01,Services,-3.34711
914,2015-05-01,Non-durables,1.75628
915,2015-06-01,Durables,-1.96547
916,2015-06-01,Services,-3.25312
917,2015-06-01,Non-durables,1.85701
918,2015-07-01,Durables,-2.15874
919,2015-07-01,Services,-3.16211
920,2015-07-01,Non-durables,1.75353
921,2015-08-01,Durables,-2.3684
922,2015-08-01,Services,-3.16046
923,2015-08-01,Non-durables,1.80493
924,2015-09-01,Durables,-2.00531
925,2015-09-01,Services,-4.06155
926,2015-09-01,Non-durables,1.78048
927,2015-10-01,Durables,-2.13499
928,2015-10-01,Services,-3.84248
929,2015-10-01,Non-durables,1.74094
930,2015-11-01,Durables,-2.00815
931,2015-11-01,Services,-3.12701
932,2015-11-01,Non-durables,1.68144
933,2015-12-01,Durables,-1.82839
934,2015-12-01,Services,-2.65606
935,2015-12-01,Non-durables,1.59598
936,2016-01-01,Durables,-1.55202
937,2016-01-01,Services,-1.10827
938,2016-01-01,Non-durables,1.80571
939,2016-02-01,Durables,-1.92248
940,2016-02-01,Services,-2.22615
941,2016-02-01,Non-durables,1.88055
942,2016-03-01,Durables,-2.04656
943,2016-03-01,Services,-2.15897
944,2016-03-01,Non-durables,1.94251
945,2016-04-01,Durables,-1.87966
946,2016-04-01,Services,-1.34962
947,2016-04-01,Non-durables,2.03395
948,2016-05-01,Durables,-2.15206
949,2016-05-01,Services,-2.05428
950,2016-05-01,Non-durables,2.16896
951,2016-06-01,Durables,-2.53359
952,2016-06-01,Services,-1.86999
953,2016-06-01,Non-durables,2.16587
954,2016-07-01,Durables,-2.59409
955,2016-07-01,Services,-2.50382
956,2016-07-01,Non-durables,2.31614
957,2016-08-01,Durables,-2.44952
958,2016-08-01,Services,-2.1195
959,2016-08-01,Non-durables,2.38724
960,2016-09-01,Durables,-2.7016
961,2016-09-01,Services,-0.52221
962,2016-09-01,Non-durables,2.39647
963,2016-10-01,Durables,-2.67772
964,2016-10-01,Services,0.05695
965,2016-10-01,Non-durables,2.563
966,2016-11-01,Durables,-3.06639
967,2016-11-01,Services,-0.0114
968,2016-11-01,Non-durables,2.61027
969,2016-12-01,Durables,-2.95608
970,2016-12-01,Services,0.90673
971,2016-12-01,Non-durables,2.69936
972,2017-01-01,Durables,-2.36907
973,2017-01-01,Services,2.21621
974,2017-01-01,Non-durables,2.68138
975,2017-02-01,Durables,-2.33333
976,2017-02-01,Services,2.77845
977,2017-02-01,Non-durables,2.72895
978,2017-03-01,Durables,-2.51153
979,2017-03-01,Services,2.28328
980,2017-03-01,Non-durables,2.4837
981,2017-04-01,Durables,-2.76659
982,2017-04-01,Services,1.73779
983,2017-04-01,Non-durables,2.59953
984,2017-05-01,Durables,-2.59919
985,2017-05-01,Services,0.95363
986,2017-05-01,Non-durables,2.55006
987,2017-06-01,Durables,-2.28603
988,2017-06-01,Services,0.4356
989,2017-06-01,Non-durables,2.53973
990,2017-07-01,Durables,-2.32671
991,2017-07-01,Services,1.00069
992,2017-07-01,Non-durables,2.34505
993,2017-08-01,Durables,-2.33686
994,2017-08-01,Services,1.36003
995,2017-08-01,Non-durables,2.33614
996,2017-09-01,Durables,-2.23895
997,2017-09-01,Services,2.08108
998,2017-09-01,Non-durables,2.46514
999,2017-10-01,Durables,-2.05801
1000,2017-10-01,Services,1.37334
1001,2017-10-01,Non-durables,2.56438
1002,2017-11-01,Durables,-1.82786
1003,2017-11-01,Services,1.98299
1004,2017-11-01,Non-durables,2.54841
1005,2017-12-01,Durables,-1.84664
1006,2017-12-01,Services,1.52863
1007,2017-12-01,Non-durables,2.57954
1008,2018-01-01,Durables,-2.2114
1009,2018-01-01,Services,1.54561
1010,2018-01-01,Non-durables,2.57524
1011,2018-02-01,Durables,-2.4446
1012,2018-02-01,Services,1.94608
1013,2018-02-01,Non-durables,2.66727
1014,2018-03-01,Durables,-1.94111
1015,2018-03-01,Services,1.69836
1016,2018-03-01,Non-durables,2.97508
1017,2018-04-01,Durables,-1.77037
1018,2018-04-01,Services,2.12486
1019,2018-04-01,Non-durables,2.78057
1020,2018-05-01,Durables,-1.79953
1021,2018-05-01,Services,3.04184
1022,2018-05-01,Non-durables,2.81898
1023,2018-06-01,Durables,-1.86174
1024,2018-06-01,Services,3.16951
1025,2018-06-01,Non-durables,2.81827
1026,2018-07-01,Durables,-1.36781
1027,2018-07-01,Services,2.8543
1028,2018-07-01,Non-durables,2.9146
1029,2018-08-01,Durables,-1.44244
1030,2018-08-01,Services,2.27753
1031,2018-08-01,Non-durables,2.86643
1032,2018-09-01,Durables,-1.5799
1033,2018-09-01,Services,1.41341
1034,2018-09-01,Non-durables,2.84043
1035,2018-10-01,Durables,-1.59655
1036,2018-10-01,Services,2.04384
1037,2018-10-01,Non-durables,2.71733
1038,2018-11-01,Durables,-1.17432
1039,2018-11-01,Services,1.10225
1040,2018-11-01,Non-durables,2.7778
1041,2018-12-01,Durables,-1.06858
1042,2018-12-01,Services,0.14649
1043,2018-12-01,Non-durables,2.8429
1044,2019-01-01,Durables,-1.07967
1045,2019-01-01,Services,-0.71004
1046,2019-01-01,Non-durables,2.52995
1047,2019-02-01,Durables,-0.99164
1048,2019-02-01,Services,-0.72265
1049,2019-02-01,Non-durables,2.35748
1050,2019-03-01,Durables,-1.25443
1051,2019-03-01,Services,0.16963
1052,2019-03-01,Non-durables,2.29222
1053,2019-04-01,Durables,-1.46705
1054,2019-04-01,Services,0.31461
1055,2019-04-01,Non-durables,2.49744
1056,2019-05-01,Durables,-1.20611
1057,2019-05-01,Services,0.01707
1058,2019-05-01,Non-durables,2.36969
1059,2019-06-01,Durables,-0.47884
1060,2019-06-01,Services,-0.607
1061,2019-06-01,Non-durables,2.38199
1062,2019-07-01,Durables,-1.25895
1063,2019-07-01,Services,-0.08354
1064,2019-07-01,Non-durables,2.4364
1065,2019-08-01,Durables,-1.16695
1066,2019-08-01,Services,-0.17633
1067,2019-08-01,Non-durables,2.44268
1068,2019-09-01,Durables,-1.01433
1069,2019-09-01,Services,-0.60046
1070,2019-09-01,Non-durables,2.34803
1071,2019-10-01,Durables,-1.14513
1072,2019-10-01,Services,-0.46321
1073,2019-10-01,Non-durables,2.37806
1074,2019-11-01,Durables,-1.45693
1075,2019-11-01,Services,0.22408
1076,2019-11-01,Non-durables,2.23291
1077,2019-12-01,Durables,-1.95801
1078,2019-12-01,Services,1.51458
1079,2019-12-01,Non-durables,2.26584
1080,2020-01-01,Durables,-2.04763
1081,2020-01-01,Services,1.84221
1082,2020-01-01,Non-durables,2.54737
1083,2020-02-01,Durables,-1.54089
1084,2020-02-01,Services,1.25075
1085,2020-02-01,Non-durables,2.59644
1086,2020-03-01,Durables,-1.6796
1087,2020-03-01,Services,-0.59268
1088,2020-03-01,Non-durables,2.43594
1089,2020-04-01,Durables,-2.78056
1090,2020-04-01,Services,-2.15729
1091,2020-04-01,Non-durables,1.74712
1092,2020-05-01,Durables,-2.29065
1093,2020-05-01,Services,-2.34617
1094,2020-05-01,Non-durables,1.88761
1095,2020-06-01,Durables,-1.8947
1096,2020-06-01,Services,-0.8338
1097,2020-06-01,Non-durables,1.92069
1098,2020-07-01,Durables,-0.66697
1099,2020-07-01,Services,-0.79383
1100,2020-07-01,Non-durables,1.90242
1101,2020-08-01,Durables,0.41598
1102,2020-08-01,Services,-0.39871
1103,2020-08-01,Non-durables,1.97266
1104,2020-09-01,Durables,0.40456
1105,2020-09-01,Services,-0.48893
1106,2020-09-01,Non-durables,2.1388
1107,2020-10-01,Durables,0.43875
1108,2020-10-01,Services,-1.09959
1109,2020-10-01,Non-durables,2.02373
1110,2020-11-01,Durables,0.59069
1111,2020-11-01,Services,-1.19908
1112,2020-11-01,Non-durables,1.93416
1113,2020-12-01,Durables,1.36306
1114,2020-12-01,Services,-0.94262
1115,2020-12-01,Non-durables,2.01262
1116,2021-01-01,Durables,1.38113
1117,2021-01-01,Services,-0.13684
1118,2021-01-01,Non-durables,1.92733
1119,2021-02-01,Durables,1.4412
1120,2021-02-01,Services,0.72494
1121,2021-02-01,Non-durables,1.95823
1122,2021-03-01,Durables,2.43053
1123,2021-03-01,Services,2.64748
1124,2021-03-01,Non-durables,2.39889
1125,2021-04-01,Durables,5.4165
1126,2021-04-01,Services,3.96117
1127,2021-04-01,Non-durables,3.12767
1128,2021-05-01,Durables,6.9658
1129,2021-05-01,Services,4.50798
1130,2021-05-01,Non-durables,3.2108
1131,2021-06-01,Durables,7.28273
1132,2021-06-01,Services,4.05542
1133,2021-06-01,Non-durables,3.38326
1134,2021-07-01,Durables,6.90189
1135,2021-07-01,Services,4.3929
1136,2021-07-01,Non-durables,3.53349
1137,2021-08-01,Durables,6.89691
1138,2021-08-01,Services,4.6111
1139,2021-08-01,Non-durables,3.57629
1140,2021-09-01,Durables,7.36931
1141,2021-09-01,Services,5.38027
1142,2021-09-01,Non-durables,3.53742
1143,2021-10-01,Durables,8.93196
1144,2021-10-01,Services,6.77961
1145,2021-10-01,Non-durables,3.80613
1146,2021-11-01,Durables,9.65496
1147,2021-11-01,Services,7.86731
1148,2021-11-01,Non-durables,4.26393
