,date,indicator,value
902,2017-08-01,Black,7.7
903,2017-08-01,White,3.9
904,2017-09-01,Black,7.2
905,2017-09-01,White,3.7
906,2017-10-01,Black,7.6
907,2017-10-01,White,3.6
908,2017-11-01,Black,7.5
909,2017-11-01,White,3.7
910,2017-12-01,Black,6.7
911,2017-12-01,White,3.7
912,2018-01-01,Black,7.5
913,2018-01-01,White,3.5
914,2018-02-01,Black,6.8
915,2018-02-01,White,3.6
916,2018-03-01,Black,6.7
917,2018-03-01,White,3.5
918,2018-04-01,Black,6.3
919,2018-04-01,White,3.6
920,2018-05-01,Black,5.9
921,2018-05-01,White,3.5
922,2018-06-01,Black,6.4
923,2018-06-01,White,3.5
924,2018-07-01,Black,6.5
925,2018-07-01,White,3.4
926,2018-08-01,Black,6.3
927,2018-08-01,White,3.5
928,2018-09-01,Black,6.1
929,2018-09-01,White,3.3
930,2018-10-01,Black,6.5
931,2018-10-01,White,3.4
932,2018-11-01,Black,6.1
933,2018-11-01,White,3.4
934,2018-12-01,Black,6.7
935,2018-12-01,White,3.4
936,2019-01-01,Black,7.0
937,2019-01-01,White,3.5
938,2019-02-01,Black,7.1
939,2019-02-01,White,3.2
940,2019-03-01,Black,6.5
941,2019-03-01,White,3.3
942,2019-04-01,Black,6.5
943,2019-04-01,White,3.2
944,2019-05-01,Black,6.1
945,2019-05-01,White,3.3
946,2019-06-01,Black,5.8
947,2019-06-01,White,3.3
948,2019-07-01,Black,5.8
949,2019-07-01,White,3.3
950,2019-08-01,Black,5.4
951,2019-08-01,White,3.5
952,2019-09-01,Black,5.4
953,2019-09-01,White,3.2
954,2019-10-01,Black,5.6
955,2019-10-01,White,3.3
956,2019-11-01,Black,5.6
957,2019-11-01,White,3.2
958,2019-12-01,Black,6.0
959,2019-12-01,White,3.2
960,2020-01-01,Black,6.3
961,2020-01-01,White,3.1
962,2020-02-01,Black,6.0
963,2020-02-01,White,3.0
964,2020-03-01,Black,6.8
965,2020-03-01,White,3.9
966,2020-04-01,Black,16.6
967,2020-04-01,White,14.1
968,2020-05-01,Black,16.8
969,2020-05-01,White,12.3
970,2020-06-01,Black,15.2
971,2020-06-01,White,10.0
972,2020-07-01,Black,14.4
973,2020-07-01,White,9.2
974,2020-08-01,Black,12.8
975,2020-08-01,White,7.4
976,2020-09-01,Black,12.1
977,2020-09-01,White,7.0
978,2020-10-01,Black,10.9
979,2020-10-01,White,6.0
980,2020-11-01,Black,10.4
981,2020-11-01,White,6.0
982,2020-12-01,Black,10.0
983,2020-12-01,White,6.1
984,2021-01-01,Black,9.2
985,2021-01-01,White,5.7
986,2021-02-01,Black,9.8
987,2021-02-01,White,5.5
988,2021-03-01,Black,9.5
989,2021-03-01,White,5.3
990,2021-04-01,Black,9.7
991,2021-04-01,White,5.3
992,2021-05-01,Black,9.1
993,2021-05-01,White,5.1
994,2021-06-01,Black,9.2
995,2021-06-01,White,5.3
996,2021-07-01,Black,8.2
997,2021-07-01,White,4.8
998,2021-08-01,Black,8.7
999,2021-08-01,White,4.5
1000,2021-09-01,Black,7.8
1001,2021-09-01,White,4.2
1002,2021-10-01,Black,7.8
1003,2021-10-01,White,3.9
1004,2021-11-01,Black,6.5
1005,2021-11-01,White,3.7
1006,2021-12-01,Black,7.1
1007,2021-12-01,White,3.2
