,Month,Region,Index,Date
1702,September 2020,Aberdeen City and Aberdeenshire,90.3,28 September 2020
1703,September 2020,Caithness and Sutherland and Ross and Cromarty,108.8,28 September 2020
1704,September 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",110.4,28 September 2020
1705,September 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.1,28 September 2020
1706,September 2020,Na h-Eileanan Siar,108.0,28 September 2020
1707,September 2020,Orkney Islands,109.0,28 September 2020
1708,September 2020,Shetland Islands,100.2,28 September 2020
1709,September 2020,Angus and Dundee City,110.1,28 September 2020
1710,September 2020,Clackmannanshire and Fife,111.2,28 September 2020
1711,September 2020,East Lothian and Midlothian,124.1,28 September 2020
1712,September 2020,City of Edinburgh,121.7,28 September 2020
1713,September 2020,Falkirk,118.8,28 September 2020
1714,September 2020,Perth and Kinross and Stirling,116.2,28 September 2020
1715,September 2020,West Lothian,121.6,28 September 2020
1716,September 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",116.6,28 September 2020
1717,September 2020,Glasgow City,122.0,28 September 2020
1718,September 2020,"Inverclyde, East Renfrewshire and Renfrewshire",120.3,28 September 2020
1719,September 2020,North Lanarkshire,122.0,28 September 2020
1720,September 2020,Scottish Borders,116.7,28 September 2020
1721,September 2020,Dumfries and Galloway,115.1,28 September 2020
1722,September 2020,East Ayrshire and North Ayrshire mainland,115.9,28 September 2020
1723,September 2020,South Ayrshire,114.4,28 September 2020
1724,September 2020,South Lanarkshire,120.6,28 September 2020
1725,October 2020,Aberdeen City and Aberdeenshire,90.3,28 October 2020
1726,October 2020,Caithness and Sutherland and Ross and Cromarty,110.5,28 October 2020
1727,October 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.7,28 October 2020
1728,October 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",113.3,28 October 2020
1729,October 2020,Na h-Eileanan Siar,108.6,28 October 2020
1730,October 2020,Orkney Islands,110.3,28 October 2020
1731,October 2020,Shetland Islands,100.9,28 October 2020
1732,October 2020,Angus and Dundee City,110.1,28 October 2020
1733,October 2020,Clackmannanshire and Fife,112.5,28 October 2020
1734,October 2020,East Lothian and Midlothian,124.9,28 October 2020
1735,October 2020,City of Edinburgh,123.4,28 October 2020
1736,October 2020,Falkirk,119.7,28 October 2020
1737,October 2020,Perth and Kinross and Stirling,116.3,28 October 2020
1738,October 2020,West Lothian,122.6,28 October 2020
1739,October 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",117.4,28 October 2020
1740,October 2020,Glasgow City,122.8,28 October 2020
1741,October 2020,"Inverclyde, East Renfrewshire and Renfrewshire",120.6,28 October 2020
1742,October 2020,North Lanarkshire,122.9,28 October 2020
1743,October 2020,Scottish Borders,117.5,28 October 2020
1744,October 2020,Dumfries and Galloway,116.0,28 October 2020
1745,October 2020,East Ayrshire and North Ayrshire mainland,116.8,28 October 2020
1746,October 2020,South Ayrshire,115.4,28 October 2020
1747,October 2020,South Lanarkshire,121.6,28 October 2020
1748,November 2020,Aberdeen City and Aberdeenshire,90.3,28 November 2020
1749,November 2020,Caithness and Sutherland and Ross and Cromarty,110.8,28 November 2020
1750,November 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.5,28 November 2020
1751,November 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",113.8,28 November 2020
1752,November 2020,Na h-Eileanan Siar,110.3,28 November 2020
1753,November 2020,Orkney Islands,112.2,28 November 2020
1754,November 2020,Shetland Islands,102.7,28 November 2020
1755,November 2020,Angus and Dundee City,110.0,28 November 2020
1756,November 2020,Clackmannanshire and Fife,111.9,28 November 2020
1757,November 2020,East Lothian and Midlothian,125.1,28 November 2020
1758,November 2020,City of Edinburgh,122.3,28 November 2020
1759,November 2020,Falkirk,119.3,28 November 2020
1760,November 2020,Perth and Kinross and Stirling,116.3,28 November 2020
1761,November 2020,West Lothian,123.0,28 November 2020
1762,November 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",116.9,28 November 2020
1763,November 2020,Glasgow City,123.1,28 November 2020
1764,November 2020,"Inverclyde, East Renfrewshire and Renfrewshire",120.7,28 November 2020
1765,November 2020,North Lanarkshire,123.0,28 November 2020
1766,November 2020,Scottish Borders,117.6,28 November 2020
1767,November 2020,Dumfries and Galloway,116.3,28 November 2020
1768,November 2020,East Ayrshire and North Ayrshire mainland,116.8,28 November 2020
1769,November 2020,South Ayrshire,114.6,28 November 2020
1770,November 2020,South Lanarkshire,121.9,28 November 2020
1771,December 2020,Aberdeen City and Aberdeenshire,90.3,28 December 2020
1772,December 2020,Caithness and Sutherland and Ross and Cromarty,110.7,28 December 2020
1773,December 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.7,28 December 2020
1774,December 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",114.3,28 December 2020
1775,December 2020,Na h-Eileanan Siar,110.7,28 December 2020
1776,December 2020,Orkney Islands,112.0,28 December 2020
1777,December 2020,Shetland Islands,103.9,28 December 2020
1778,December 2020,Angus and Dundee City,111.0,28 December 2020
1779,December 2020,Clackmannanshire and Fife,112.6,28 December 2020
1780,December 2020,East Lothian and Midlothian,126.2,28 December 2020
1781,December 2020,City of Edinburgh,122.8,28 December 2020
1782,December 2020,Falkirk,120.3,28 December 2020
1783,December 2020,Perth and Kinross and Stirling,117.8,28 December 2020
1784,December 2020,West Lothian,123.2,28 December 2020
1785,December 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",117.4,28 December 2020
1786,December 2020,Glasgow City,123.1,28 December 2020
1787,December 2020,"Inverclyde, East Renfrewshire and Renfrewshire",120.6,28 December 2020
1788,December 2020,North Lanarkshire,123.2,28 December 2020
1789,December 2020,Scottish Borders,118.2,28 December 2020
1790,December 2020,Dumfries and Galloway,116.8,28 December 2020
1791,December 2020,East Ayrshire and North Ayrshire mainland,117.5,28 December 2020
1792,December 2020,South Ayrshire,115.9,28 December 2020
1793,December 2020,South Lanarkshire,122.4,28 December 2020
1794,January 2021,Aberdeen City and Aberdeenshire,89.9,28 January 2021
1795,January 2021,Caithness and Sutherland and Ross and Cromarty,110.7,28 January 2021
1796,January 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.8,28 January 2021
1797,January 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",115.7,28 January 2021
1798,January 2021,Na h-Eileanan Siar,111.7,28 January 2021
1799,January 2021,Orkney Islands,112.1,28 January 2021
1800,January 2021,Shetland Islands,103.2,28 January 2021
1801,January 2021,Angus and Dundee City,111.2,28 January 2021
1802,January 2021,Clackmannanshire and Fife,113.5,28 January 2021
1803,January 2021,East Lothian and Midlothian,127.0,28 January 2021
1804,January 2021,City of Edinburgh,124.8,28 January 2021
1805,January 2021,Falkirk,121.1,28 January 2021
1806,January 2021,Perth and Kinross and Stirling,118.3,28 January 2021
1807,January 2021,West Lothian,125.0,28 January 2021
1808,January 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",117.8,28 January 2021
1809,January 2021,Glasgow City,123.4,28 January 2021
1810,January 2021,"Inverclyde, East Renfrewshire and Renfrewshire",120.4,28 January 2021
1811,January 2021,North Lanarkshire,123.2,28 January 2021
1812,January 2021,Scottish Borders,118.3,28 January 2021
1813,January 2021,Dumfries and Galloway,117.5,28 January 2021
1814,January 2021,East Ayrshire and North Ayrshire mainland,117.7,28 January 2021
1815,January 2021,South Ayrshire,115.2,28 January 2021
1816,January 2021,South Lanarkshire,122.6,28 January 2021
1817,February 2021,Aberdeen City and Aberdeenshire,89.1,28 February 2021
1818,February 2021,Caithness and Sutherland and Ross and Cromarty,110.9,28 February 2021
1819,February 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.9,28 February 2021
1820,February 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",115.6,28 February 2021
1821,February 2021,Na h-Eileanan Siar,111.6,28 February 2021
1822,February 2021,Orkney Islands,112.4,28 February 2021
1823,February 2021,Shetland Islands,102.7,28 February 2021
1824,February 2021,Angus and Dundee City,111.7,28 February 2021
1825,February 2021,Clackmannanshire and Fife,113.7,28 February 2021
1826,February 2021,East Lothian and Midlothian,127.1,28 February 2021
1827,February 2021,City of Edinburgh,124.4,28 February 2021
1828,February 2021,Falkirk,121.3,28 February 2021
1829,February 2021,Perth and Kinross and Stirling,118.9,28 February 2021
1830,February 2021,West Lothian,124.4,28 February 2021
1831,February 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",117.3,28 February 2021
1832,February 2021,Glasgow City,124.1,28 February 2021
1833,February 2021,"Inverclyde, East Renfrewshire and Renfrewshire",121.2,28 February 2021
1834,February 2021,North Lanarkshire,123.3,28 February 2021
1835,February 2021,Scottish Borders,119.4,28 February 2021
1836,February 2021,Dumfries and Galloway,117.9,28 February 2021
1837,February 2021,East Ayrshire and North Ayrshire mainland,118.5,28 February 2021
1838,February 2021,South Ayrshire,116.0,28 February 2021
1839,February 2021,South Lanarkshire,123.0,28 February 2021
1840,March 2021,Aberdeen City and Aberdeenshire,88.8,28 March 2021
1841,March 2021,Caithness and Sutherland and Ross and Cromarty,109.9,28 March 2021
1842,March 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.1,28 March 2021
1843,March 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",114.5,28 March 2021
1844,March 2021,Na h-Eileanan Siar,111.0,28 March 2021
1845,March 2021,Orkney Islands,112.6,28 March 2021
1846,March 2021,Shetland Islands,102.9,28 March 2021
1847,March 2021,Angus and Dundee City,111.3,28 March 2021
1848,March 2021,Clackmannanshire and Fife,112.7,28 March 2021
1849,March 2021,East Lothian and Midlothian,126.4,28 March 2021
1850,March 2021,City of Edinburgh,124.0,28 March 2021
1851,March 2021,Falkirk,119.8,28 March 2021
1852,March 2021,Perth and Kinross and Stirling,117.4,28 March 2021
1853,March 2021,West Lothian,123.2,28 March 2021
1854,March 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",117.4,28 March 2021
1855,March 2021,Glasgow City,123.7,28 March 2021
1856,March 2021,"Inverclyde, East Renfrewshire and Renfrewshire",120.3,28 March 2021
1857,March 2021,North Lanarkshire,123.1,28 March 2021
1858,March 2021,Scottish Borders,119.5,28 March 2021
1859,March 2021,Dumfries and Galloway,118.2,28 March 2021
1860,March 2021,East Ayrshire and North Ayrshire mainland,118.5,28 March 2021
1861,March 2021,South Ayrshire,116.1,28 March 2021
1862,March 2021,South Lanarkshire,123.0,28 March 2021
1863,April 2021,Aberdeen City and Aberdeenshire,93.4,28 April 2021
1864,April 2021,Caithness and Sutherland and Ross and Cromarty,114.1,28 April 2021
1865,April 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",115.9,28 April 2021
1866,April 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",115.1,28 April 2021
1867,April 2021,Na h-Eileanan Siar,113.2,28 April 2021
1868,April 2021,Orkney Islands,113.7,28 April 2021
1869,April 2021,Shetland Islands,102.6,28 April 2021
1870,April 2021,Angus and Dundee City,116.0,28 April 2021
1871,April 2021,Clackmannanshire and Fife,117.4,28 April 2021
1872,April 2021,East Lothian and Midlothian,131.5,28 April 2021
1873,April 2021,City of Edinburgh,127.8,28 April 2021
1874,April 2021,Falkirk,124.6,28 April 2021
1875,April 2021,Perth and Kinross and Stirling,120.4,28 April 2021
1876,April 2021,West Lothian,127.7,28 April 2021
1877,April 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",122.5,28 April 2021
1878,April 2021,Glasgow City,128.6,28 April 2021
1879,April 2021,"Inverclyde, East Renfrewshire and Renfrewshire",126.6,28 April 2021
1880,April 2021,North Lanarkshire,126.1,28 April 2021
1881,April 2021,Scottish Borders,120.7,28 April 2021
1882,April 2021,Dumfries and Galloway,119.6,28 April 2021
1883,April 2021,East Ayrshire and North Ayrshire mainland,120.3,28 April 2021
1884,April 2021,South Ayrshire,117.6,28 April 2021
1885,April 2021,South Lanarkshire,124.7,28 April 2021
1886,May 2021,Aberdeen City and Aberdeenshire,93.3,28 May 2021
1887,May 2021,Caithness and Sutherland and Ross and Cromarty,114.3,28 May 2021
1888,May 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",116.4,28 May 2021
1889,May 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",118.1,28 May 2021
1890,May 2021,Na h-Eileanan Siar,113.6,28 May 2021
1891,May 2021,Orkney Islands,113.8,28 May 2021
1892,May 2021,Shetland Islands,103.2,28 May 2021
1893,May 2021,Angus and Dundee City,114.9,28 May 2021
1894,May 2021,Clackmannanshire and Fife,116.4,28 May 2021
1895,May 2021,East Lothian and Midlothian,132.3,28 May 2021
1896,May 2021,City of Edinburgh,128.5,28 May 2021
1897,May 2021,Falkirk,124.3,28 May 2021
1898,May 2021,Perth and Kinross and Stirling,121.1,28 May 2021
1899,May 2021,West Lothian,127.6,28 May 2021
1900,May 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",123.1,28 May 2021
1901,May 2021,Glasgow City,129.1,28 May 2021
1902,May 2021,"Inverclyde, East Renfrewshire and Renfrewshire",126.2,28 May 2021
1903,May 2021,North Lanarkshire,127.1,28 May 2021
1904,May 2021,Scottish Borders,121.3,28 May 2021
1905,May 2021,Dumfries and Galloway,120.4,28 May 2021
1906,May 2021,East Ayrshire and North Ayrshire mainland,120.2,28 May 2021
1907,May 2021,South Ayrshire,118.1,28 May 2021
1908,May 2021,South Lanarkshire,125.2,28 May 2021
1909,June 2021,Aberdeen City and Aberdeenshire,93.9,28 June 2021
1910,June 2021,Caithness and Sutherland and Ross and Cromarty,114.8,28 June 2021
1911,June 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",116.9,28 June 2021
1912,June 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",119.1,28 June 2021
1913,June 2021,Na h-Eileanan Siar,114.9,28 June 2021
1914,June 2021,Orkney Islands,113.0,28 June 2021
1915,June 2021,Shetland Islands,103.1,28 June 2021
1916,June 2021,Angus and Dundee City,115.1,28 June 2021
1917,June 2021,Clackmannanshire and Fife,116.8,28 June 2021
1918,June 2021,East Lothian and Midlothian,130.2,28 June 2021
1919,June 2021,City of Edinburgh,127.3,28 June 2021
1920,June 2021,Falkirk,124.1,28 June 2021
1921,June 2021,Perth and Kinross and Stirling,121.1,28 June 2021
1922,June 2021,West Lothian,127.4,28 June 2021
1923,June 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",122.2,28 June 2021
1924,June 2021,Glasgow City,129.3,28 June 2021
1925,June 2021,"Inverclyde, East Renfrewshire and Renfrewshire",125.7,28 June 2021
1926,June 2021,North Lanarkshire,126.9,28 June 2021
1927,June 2021,Scottish Borders,120.6,28 June 2021
1928,June 2021,Dumfries and Galloway,121.6,28 June 2021
1929,June 2021,East Ayrshire and North Ayrshire mainland,120.1,28 June 2021
1930,June 2021,South Ayrshire,118.3,28 June 2021
1931,June 2021,South Lanarkshire,125.7,28 June 2021
1932,July 2021,Aberdeen City and Aberdeenshire,94.3,28 July 2021
1933,July 2021,Caithness and Sutherland and Ross and Cromarty,116.2,28 July 2021
1934,July 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",118.3,28 July 2021
1935,July 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",121.3,28 July 2021
1936,July 2021,Na h-Eileanan Siar,116.4,28 July 2021
1937,July 2021,Orkney Islands,114.0,28 July 2021
1938,July 2021,Shetland Islands,103.8,28 July 2021
1939,July 2021,Angus and Dundee City,115.5,28 July 2021
1940,July 2021,Clackmannanshire and Fife,117.7,28 July 2021
1941,July 2021,East Lothian and Midlothian,131.7,28 July 2021
1942,July 2021,City of Edinburgh,128.7,28 July 2021
1943,July 2021,Falkirk,124.9,28 July 2021
1944,July 2021,Perth and Kinross and Stirling,122.7,28 July 2021
1945,July 2021,West Lothian,128.7,28 July 2021
1946,July 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",123.2,28 July 2021
1947,July 2021,Glasgow City,130.7,28 July 2021
1948,July 2021,"Inverclyde, East Renfrewshire and Renfrewshire",127.1,28 July 2021
1949,July 2021,North Lanarkshire,128.5,28 July 2021
1950,July 2021,Scottish Borders,122.7,28 July 2021
1951,July 2021,Dumfries and Galloway,122.3,28 July 2021
1952,July 2021,East Ayrshire and North Ayrshire mainland,121.7,28 July 2021
1953,July 2021,South Ayrshire,119.3,28 July 2021
1954,July 2021,South Lanarkshire,127.1,28 July 2021
1955,August 2021,Aberdeen City and Aberdeenshire,95.3,28 August 2021
1956,August 2021,Caithness and Sutherland and Ross and Cromarty,116.5,28 August 2021
1957,August 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",118.7,28 August 2021
1958,August 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",121.3,28 August 2021
1959,August 2021,Na h-Eileanan Siar,116.2,28 August 2021
1960,August 2021,Orkney Islands,115.5,28 August 2021
1961,August 2021,Shetland Islands,103.5,28 August 2021
1962,August 2021,Angus and Dundee City,116.4,28 August 2021
1963,August 2021,Clackmannanshire and Fife,118.3,28 August 2021
1964,August 2021,East Lothian and Midlothian,132.9,28 August 2021
1965,August 2021,City of Edinburgh,131.2,28 August 2021
1966,August 2021,Falkirk,125.9,28 August 2021
1967,August 2021,Perth and Kinross and Stirling,123.2,28 August 2021
1968,August 2021,West Lothian,130.1,28 August 2021
1969,August 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",124.6,28 August 2021
1970,August 2021,Glasgow City,132.0,28 August 2021
1971,August 2021,"Inverclyde, East Renfrewshire and Renfrewshire",128.2,28 August 2021
1972,August 2021,North Lanarkshire,129.8,28 August 2021
1973,August 2021,Scottish Borders,124.3,28 August 2021
1974,August 2021,Dumfries and Galloway,122.5,28 August 2021
1975,August 2021,East Ayrshire and North Ayrshire mainland,122.8,28 August 2021
1976,August 2021,South Ayrshire,120.6,28 August 2021
1977,August 2021,South Lanarkshire,128.3,28 August 2021
1978,September 2021,Aberdeen City and Aberdeenshire,95.6,28 September 2021
1979,September 2021,Caithness and Sutherland and Ross and Cromarty,116.5,28 September 2021
1980,September 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",119.0,28 September 2021
1981,September 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",122.3,28 September 2021
1982,September 2021,Na h-Eileanan Siar,116.9,28 September 2021
1983,September 2021,Orkney Islands,115.7,28 September 2021
1984,September 2021,Shetland Islands,103.2,28 September 2021
1985,September 2021,Angus and Dundee City,117.0,28 September 2021
1986,September 2021,Clackmannanshire and Fife,118.4,28 September 2021
1987,September 2021,East Lothian and Midlothian,133.2,28 September 2021
1988,September 2021,City of Edinburgh,130.4,28 September 2021
1989,September 2021,Falkirk,125.9,28 September 2021
1990,September 2021,Perth and Kinross and Stirling,124.0,28 September 2021
1991,September 2021,West Lothian,129.9,28 September 2021
1992,September 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",124.3,28 September 2021
1993,September 2021,Glasgow City,131.8,28 September 2021
1994,September 2021,"Inverclyde, East Renfrewshire and Renfrewshire",127.9,28 September 2021
1995,September 2021,North Lanarkshire,129.8,28 September 2021
1996,September 2021,Scottish Borders,124.8,28 September 2021
1997,September 2021,Dumfries and Galloway,123.3,28 September 2021
1998,September 2021,East Ayrshire and North Ayrshire mainland,123.3,28 September 2021
1999,September 2021,South Ayrshire,120.6,28 September 2021
2000,September 2021,South Lanarkshire,128.7,28 September 2021
2001,October 2021,Aberdeen City and Aberdeenshire,95.7,28 October 2021
2002,October 2021,Caithness and Sutherland and Ross and Cromarty,116.7,28 October 2021
2003,October 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",119.5,28 October 2021
2004,October 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",123.0,28 October 2021
2005,October 2021,Na h-Eileanan Siar,116.4,28 October 2021
2006,October 2021,Orkney Islands,116.4,28 October 2021
2007,October 2021,Shetland Islands,103.1,28 October 2021
2008,October 2021,Angus and Dundee City,117.9,28 October 2021
2009,October 2021,Clackmannanshire and Fife,118.9,28 October 2021
2010,October 2021,East Lothian and Midlothian,134.6,28 October 2021
2011,October 2021,City of Edinburgh,132.4,28 October 2021
2012,October 2021,Falkirk,126.0,28 October 2021
2013,October 2021,Perth and Kinross and Stirling,124.8,28 October 2021
2014,October 2021,West Lothian,130.8,28 October 2021
2015,October 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",124.9,28 October 2021
2016,October 2021,Glasgow City,132.5,28 October 2021
2017,October 2021,"Inverclyde, East Renfrewshire and Renfrewshire",128.6,28 October 2021
2018,October 2021,North Lanarkshire,130.2,28 October 2021
2019,October 2021,Scottish Borders,125.9,28 October 2021
2020,October 2021,Dumfries and Galloway,124.0,28 October 2021
2021,October 2021,East Ayrshire and North Ayrshire mainland,124.2,28 October 2021
2022,October 2021,South Ayrshire,121.2,28 October 2021
2023,October 2021,South Lanarkshire,129.5,28 October 2021
2024,November 2021,Aberdeen City and Aberdeenshire,96.2,28 November 2021
2025,November 2021,Caithness and Sutherland and Ross and Cromarty,117.6,28 November 2021
2026,November 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",120.8,28 November 2021
2027,November 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",124.3,28 November 2021
2028,November 2021,Na h-Eileanan Siar,116.2,28 November 2021
2029,November 2021,Orkney Islands,117.3,28 November 2021
2030,November 2021,Shetland Islands,103.8,28 November 2021
2031,November 2021,Angus and Dundee City,119.6,28 November 2021
2032,November 2021,Clackmannanshire and Fife,120.4,28 November 2021
2033,November 2021,East Lothian and Midlothian,137.0,28 November 2021
2034,November 2021,City of Edinburgh,135.3,28 November 2021
2035,November 2021,Falkirk,128.5,28 November 2021
2036,November 2021,Perth and Kinross and Stirling,127.1,28 November 2021
2037,November 2021,West Lothian,133.0,28 November 2021
2038,November 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",126.1,28 November 2021
2039,November 2021,Glasgow City,134.1,28 November 2021
2040,November 2021,"Inverclyde, East Renfrewshire and Renfrewshire",129.7,28 November 2021
2041,November 2021,North Lanarkshire,132.0,28 November 2021
2042,November 2021,Scottish Borders,126.9,28 November 2021
2043,November 2021,Dumfries and Galloway,125.2,28 November 2021
2044,November 2021,East Ayrshire and North Ayrshire mainland,125.6,28 November 2021
2045,November 2021,South Ayrshire,122.9,28 November 2021
2046,November 2021,South Lanarkshire,130.9,28 November 2021
2047,December 2021,Aberdeen City and Aberdeenshire,96.8,28 December 2021
2048,December 2021,Caithness and Sutherland and Ross and Cromarty,119.9,28 December 2021
2049,December 2021,"Inverness and Nairn and Moray, Badenoch and Strathspey",122.3,28 December 2021
2050,December 2021,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",124.8,28 December 2021
2051,December 2021,Na h-Eileanan Siar,117.8,28 December 2021
2052,December 2021,Orkney Islands,118.0,28 December 2021
2053,December 2021,Shetland Islands,103.9,28 December 2021
2054,December 2021,Angus and Dundee City,120.6,28 December 2021
2055,December 2021,Clackmannanshire and Fife,121.8,28 December 2021
2056,December 2021,East Lothian and Midlothian,137.4,28 December 2021
2057,December 2021,City of Edinburgh,135.8,28 December 2021
2058,December 2021,Falkirk,128.8,28 December 2021
2059,December 2021,Perth and Kinross and Stirling,128.2,28 December 2021
2060,December 2021,West Lothian,134.5,28 December 2021
2061,December 2021,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",126.5,28 December 2021
2062,December 2021,Glasgow City,135.4,28 December 2021
2063,December 2021,"Inverclyde, East Renfrewshire and Renfrewshire",130.5,28 December 2021
2064,December 2021,North Lanarkshire,133.6,28 December 2021
2065,December 2021,Scottish Borders,128.1,28 December 2021
2066,December 2021,Dumfries and Galloway,126.6,28 December 2021
2067,December 2021,East Ayrshire and North Ayrshire mainland,126.4,28 December 2021
2068,December 2021,South Ayrshire,124.0,28 December 2021
2069,December 2021,South Lanarkshire,133.0,28 December 2021
2070,January 2022,Aberdeen City and Aberdeenshire,98.5,28 January 2022
2071,January 2022,Caithness and Sutherland and Ross and Cromarty,119.2,28 January 2022
2072,January 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",124.0,28 January 2022
2073,January 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",125.6,28 January 2022
2074,January 2022,Na h-Eileanan Siar,119.1,28 January 2022
2075,January 2022,Orkney Islands,119.6,28 January 2022
2076,January 2022,Shetland Islands,107.3,28 January 2022
2077,January 2022,Angus and Dundee City,122.0,28 January 2022
2078,January 2022,Clackmannanshire and Fife,122.9,28 January 2022
2079,January 2022,East Lothian and Midlothian,140.2,28 January 2022
2080,January 2022,City of Edinburgh,137.6,28 January 2022
2081,January 2022,Falkirk,130.2,28 January 2022
2082,January 2022,Perth and Kinross and Stirling,129.5,28 January 2022
2083,January 2022,West Lothian,135.4,28 January 2022
2084,January 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",127.3,28 January 2022
2085,January 2022,Glasgow City,137.1,28 January 2022
2086,January 2022,"Inverclyde, East Renfrewshire and Renfrewshire",132.8,28 January 2022
2087,January 2022,North Lanarkshire,134.6,28 January 2022
2088,January 2022,Scottish Borders,130.4,28 January 2022
2089,January 2022,Dumfries and Galloway,127.3,28 January 2022
2090,January 2022,East Ayrshire and North Ayrshire mainland,128.0,28 January 2022
2091,January 2022,South Ayrshire,126.4,28 January 2022
2092,January 2022,South Lanarkshire,134.5,28 January 2022
2093,February 2022,Aberdeen City and Aberdeenshire,99.3,28 February 2022
2094,February 2022,Caithness and Sutherland and Ross and Cromarty,120.3,28 February 2022
2095,February 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",124.4,28 February 2022
2096,February 2022,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",125.4,28 February 2022
2097,February 2022,Na h-Eileanan Siar,120.2,28 February 2022
2098,February 2022,Orkney Islands,119.4,28 February 2022
2099,February 2022,Shetland Islands,108.0,28 February 2022
2100,February 2022,Angus and Dundee City,121.6,28 February 2022
2101,February 2022,Clackmannanshire and Fife,123.0,28 February 2022
2102,February 2022,East Lothian and Midlothian,139.7,28 February 2022
2103,February 2022,City of Edinburgh,138.1,28 February 2022
2104,February 2022,Falkirk,130.4,28 February 2022
2105,February 2022,Perth and Kinross and Stirling,130.4,28 February 2022
2106,February 2022,West Lothian,135.8,28 February 2022
2107,February 2022,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",126.7,28 February 2022
2108,February 2022,Glasgow City,137.1,28 February 2022
2109,February 2022,"Inverclyde, East Renfrewshire and Renfrewshire",132.7,28 February 2022
2110,February 2022,North Lanarkshire,134.2,28 February 2022
2111,February 2022,Scottish Borders,128.8,28 February 2022
2112,February 2022,Dumfries and Galloway,127.2,28 February 2022
2113,February 2022,East Ayrshire and North Ayrshire mainland,127.4,28 February 2022
2114,February 2022,South Ayrshire,125.3,28 February 2022
2115,February 2022,South Lanarkshire,133.3,28 February 2022
2116,March 2022,Aberdeen City and Aberdeenshire,101.1,28 March 2022
2117,March 2022,Caithness and Sutherland and Ross and Cromarty,119.7,28 March 2022
2118,March 2022,"Inverness and Nairn and Moray, Badenoch and Strathspey",123.3,28 March 2022
