Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Primary education, pupils",SE.PRM.ENRL,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",SE.PRM.ENRL,West Bank and Gaza,PSE,402866,411368,424095,430409,442476,450182,459463,477204,488184,497002,..
"Primary education, pupils",SE.PRM.ENRL,"Yemen, Rep.",YEM,3426991,3640590,3684948,3874741,..,..,3900134,..,..,..,..
"Primary education, pupils",SE.PRM.ENRL,Zambia,ZMB,2899131,3030120,3135442,3075161,3217872,3215723,3203220,3284841,..,..,..
"Primary education, pupils",SE.PRM.ENRL,Zimbabwe,ZWE,..,..,2666451,2663187,..,..,..,..,..,..,..
"Primary education, pupils",SE.PRM.ENRL,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",SE.PRM.ENRL,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",SE.PRM.ENRL,Arab World,ARB,41800000,42100000,43400000,43600000,45000000,45500000,46400000,47400000,48500000,49900000,..
"Primary education, pupils",SE.PRM.ENRL,Caribbean small states,CSS,778371,772578.1,762224.8,750726.4,736627.9,731543,721851.7,709950.8,708839.4,691467.9,..
"Primary education, pupils",SE.PRM.ENRL,Central Europe and the Baltics,CEB,4984701,4908890,4885121,5052525,5062879,5116401,5200001,5289611,5292234,5299885,..
"Primary education, pupils",SE.PRM.ENRL,Early-demographic dividend,EAR,346000000,348000000,351000000,353000000,352000000,354000000,363000000,361000000,342000000,343000000,..
"Primary education, pupils",SE.PRM.ENRL,East Asia & Pacific,EAS,185000000,184000000,184000000,183000000,180000000,180000000,182000000,184000000,185000000,189000000,..
"Primary education, pupils",SE.PRM.ENRL,East Asia & Pacific (excluding high income),EAP,172000000,171000000,171000000,170000000,167000000,168000000,170000000,172000000,173000000,176000000,..
"Primary education, pupils",SE.PRM.ENRL,East Asia & Pacific (IDA & IBRD countries),TEA,170000000,170000000,170000000,169000000,165000000,166000000,168000000,170000000,171000000,175000000,..
"Primary education, pupils",SE.PRM.ENRL,Euro area,EMU,18100000,18100000,18000000,18100000,18100000,18300000,18300000,18500000,18500000,18500000,..
"Primary education, pupils",SE.PRM.ENRL,Europe & Central Asia,ECS,48600000,48800000,48900000,48900000,49200000,49800000,50500000,51400000,52300000,52800000,..
"Primary education, pupils",SE.PRM.ENRL,Europe & Central Asia (excluding high income),ECA,20100000,20300000,20400000,19800000,20200000,20400000,21000000,21400000,22100000,22700000,..
"Primary education, pupils",SE.PRM.ENRL,Europe & Central Asia (IDA & IBRD countries),TEC,23300000,23500000,23500000,23100000,23500000,23700000,24300000,24700000,25500000,26000000,..
"Primary education, pupils",SE.PRM.ENRL,European Union,EUU,27900000,27800000,27900000,28400000,28300000,28600000,28900000,29300000,29400000,29400000,..
"Primary education, pupils",SE.PRM.ENRL,Fragile and conflict affected situations,FCS,85900000,90400000,94600000,97100000,99600000,99800000,102000000,105000000,108000000,110000000,..
"Primary education, pupils",SE.PRM.ENRL,Heavily indebted poor countries (HIPC),HPC,105000000,107000000,112000000,115000000,119000000,121000000,124000000,128000000,132000000,135000000,..
"Primary education, pupils",SE.PRM.ENRL,High income,HIC,76800000,76500000,76400000,77000000,77100000,77500000,77800000,78400000,78400000,79500000,..
"Primary education, pupils",SE.PRM.ENRL,IBRD only,IBD,427000000,426000000,428000000,431000000,424000000,426000000,437000000,437000000,419000000,423000000,..
"Primary education, pupils",SE.PRM.ENRL,IDA & IBRD total,IBT,623000000,628000000,637000000,643000000,641000000,645000000,662000000,666000000,654000000,663000000,..
"Primary education, pupils",SE.PRM.ENRL,IDA blend,IDB,57800000,59800000,61800000,63500000,64800000,64900000,67600000,68700000,70800000,72800000,..
"Primary education, pupils",SE.PRM.ENRL,IDA only,IDX,138000000,143000000,147000000,149000000,152000000,154000000,157000000,160000000,164000000,167000000,..
"Primary education, pupils",SE.PRM.ENRL,IDA total,IDA,196000000,203000000,209000000,212000000,217000000,219000000,225000000,229000000,235000000,240000000,..
"Primary education, pupils",SE.PRM.ENRL,Late-demographic dividend,LTE,164000000,162000000,162000000,162000000,159000000,160000000,163000000,165000000,167000000,172000000,..
"Primary education, pupils",SE.PRM.ENRL,Latin America & Caribbean,LCN,67200000,66600000,65800000,66100000,65400000,64600000,64000000,63600000,63300000,64300000,..
"Primary education, pupils",SE.PRM.ENRL,Latin America & Caribbean (excluding high income),LAC,64400000,63800000,63000000,63400000,62700000,61900000,61300000,60900000,60600000,61600000,..
"Primary education, pupils",SE.PRM.ENRL,Latin America & the Caribbean (IDA & IBRD countries),TLA,66000000,65400000,64700000,65000000,64300000,63500000,62900000,62600000,62300000,63300000,..
"Primary education, pupils",SE.PRM.ENRL,Least developed countries: UN classification,LDC,130000000,136000000,139000000,142000000,145000000,147000000,150000000,153000000,157000000,160000000,..
"Primary education, pupils",SE.PRM.ENRL,Low & middle income,LMY,620000000,625000000,634000000,640000000,639000000,642000000,659000000,663000000,651000000,660000000,..
"Primary education, pupils",SE.PRM.ENRL,Low income,LIC,84200000,86900000,90300000,92500000,96700000,97700000,100000000,103000000,105000000,108000000,..
"Primary education, pupils",SE.PRM.ENRL,Lower middle income,LMC,302000000,306000000,312000000,315000000,314000000,316000000,327000000,327000000,310000000,312000000,..
"Primary education, pupils",SE.PRM.ENRL,Middle East & North Africa,MEA,43100000,43500000,44700000,46800000,47600000,48300000,49200000,50300000,51500000,52900000,..
"Primary education, pupils",SE.PRM.ENRL,Middle East & North Africa (excluding high income),MNA,38000000,38300000,39300000,41100000,41800000,42600000,43600000,44700000,45900000,47200000,..
"Primary education, pupils",SE.PRM.ENRL,Middle East & North Africa (IDA & IBRD countries),TMN,37600000,37800000,38900000,40700000,41300000,42100000,43100000,44200000,45400000,46700000,..
"Primary education, pupils",SE.PRM.ENRL,Middle income,MIC,536000000,539000000,543000000,548000000,542000000,545000000,558000000,560000000,546000000,552000000,..
"Primary education, pupils",SE.PRM.ENRL,North America,NAC,26600000,26600000,26600000,26600000,26800000,27100000,27300000,27500000,27400000,27800000,..
"Primary education, pupils",SE.PRM.ENRL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",SE.PRM.ENRL,OECD members,OED,95800000,95400000,94900000,94000000,93600000,93800000,94100000,94100000,94100000,95100000,..
"Primary education, pupils",SE.PRM.ENRL,Other small states,OSS,3506562,3548212,3542536,3574543,3628862,3693330,3752052,3823598,3895434,3976445,..
"Primary education, pupils",SE.PRM.ENRL,Pacific island small states,PSS,329681.3,331341.5,332769.8,340315.5,345433.8,350587.1,357832.3,365155.6,367341.8,375762.8,..
"Primary education, pupils",SE.PRM.ENRL,Post-demographic dividend,PST,67700000,67500000,67300000,67500000,67500000,67900000,68300000,68900000,69000000,70000000,..
"Primary education, pupils",SE.PRM.ENRL,Pre-demographic dividend,PRE,119000000,125000000,130000000,134000000,137000000,138000000,142000000,147000000,151000000,155000000,..
"Primary education, pupils",SE.PRM.ENRL,Small states,SST,4614614,4652132,4637530,4665585,4710924,4775460,4831736,4898705,4971616,5043676,..
"Primary education, pupils",SE.PRM.ENRL,South Asia,SAS,186000000,186000000,189000000,190000000,188000000,188000000,197000000,195000000,175000000,173000000,..
"Primary education, pupils",SE.PRM.ENRL,South Asia (IDA & IBRD),TSA,186000000,186000000,189000000,190000000,188000000,188000000,197000000,195000000,175000000,173000000,..
"Primary education, pupils",SE.PRM.ENRL,Sub-Saharan Africa,SSF,140000000,146000000,151000000,156000000,159000000,161000000,166000000,170000000,175000000,179000000,..
"Primary education, pupils",SE.PRM.ENRL,Sub-Saharan Africa (excluding high income),SSA,140000000,146000000,151000000,156000000,159000000,161000000,166000000,170000000,175000000,179000000,..
"Primary education, pupils",SE.PRM.ENRL,Sub-Saharan Africa (IDA & IBRD countries),TSS,140000000,146000000,151000000,156000000,159000000,161000000,166000000,170000000,175000000,179000000,..
"Primary education, pupils",SE.PRM.ENRL,Upper middle income,UMC,234000000,233000000,232000000,233000000,228000000,229000000,231000000,233000000,236000000,240000000,..
"Primary education, pupils",SE.PRM.ENRL,World,WLD,697000000,702000000,710000000,717000000,716000000,720000000,736000000,742000000,730000000,739000000,..
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,
Last Updated: 06/30/2021,,,,,,,,,,,,,,
