Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Population ages 0-14, total",SP.POP.0014.TO,Tanzania,TZA,19900784,20500872,21116236,21743690,22374897,23003557,23610922,24223524,24833237,25431802,26016895
"Population ages 0-14, total",SP.POP.0014.TO,Thailand,THA,12890536,12819758,12720502,12601016,12475316,12350897,12170444,12010548,11863232,11713485,11553638
"Population ages 0-14, total",SP.POP.0014.TO,Timor-Leste,TLS,465119,465639,467020,468905,470728,472363,473901,476198,479049,482231,485608
"Population ages 0-14, total",SP.POP.0014.TO,Togo,TGO,2747642,2819656,2889933,2957995,3023369,3085697,3147007,3205459,3260920,3313634,3364175
"Population ages 0-14, total",SP.POP.0014.TO,Tonga,TON,38897,38515,38042,37502,37010,36691,36544,36499,36549,36650,36746
"Population ages 0-14, total",SP.POP.0014.TO,Trinidad and Tobago,TTO,275223,276323,278012,280044,281949,283366,284079,284265,283800,282637,280769
"Population ages 0-14, total",SP.POP.0014.TO,Tunisia,TUN,2481538,2499901,2531135,2571748,2615843,2659710,2712767,2756788,2795323,2833174,2870823
"Population ages 0-14, total",SP.POP.0014.TO,Turkey,TUR,19457333,19562587,19690576,19834119,19977980,20103364,20215823,20281349,20296346,20265738,20192508
"Population ages 0-14, total",SP.POP.0014.TO,Turkmenistan,TKM,1501611,1516647,1553337,1603685,1653372,1694302,1745611,1779713,1803386,1827687,1857110
"Population ages 0-14, total",SP.POP.0014.TO,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..
"Population ages 0-14, total",SP.POP.0014.TO,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..
"Population ages 0-14, total",SP.POP.0014.TO,Uganda,UGA,15919820,16380616,16842101,17314753,17812324,18343445,18902527,19480004,20052959,20585365,21048125
"Population ages 0-14, total",SP.POP.0014.TO,Ukraine,UKR,6479697,6563260,6637762,6712855,6787437,6892284,6946322,7006639,7055897,7075036,7057366
"Population ages 0-14, total",SP.POP.0014.TO,United Arab Emirates,ARE,1124863,1201024,1241612,1262873,1283360,1311986,1346624,1376064,1406459,1437500,1465172
"Population ages 0-14, total",SP.POP.0014.TO,United Kingdom,GBR,10981280,11102455,11180989,11244242,11326012,11431700,11540882,11649486,11748914,11827156,11881832
"Population ages 0-14, total",SP.POP.0014.TO,United States,USA,62498933,62395007,62220502,62001634,61818661,61657987,61459046,61313248,61148289,60902964,60531991
"Population ages 0-14, total",SP.POP.0014.TO,Uruguay,URY,745839,738346,732614,728087,723825,719431,717075,714033,710829,708203,706383
"Population ages 0-14, total",SP.POP.0014.TO,Uzbekistan,UZB,8321752,8475450,8526998,8600908,8717434,8874758,9041157,9236686,9453806,9670407,9858846
"Population ages 0-14, total",SP.POP.0014.TO,Vanuatu,VUT,90271,93252,95932,98784,102155,105935,108257,110952,113699,116086,117977
"Population ages 0-14, total",SP.POP.0014.TO,"Venezuela, RB",VEN,8505672,8549538,8610704,8657595,8643089,8537342,8423172,8224056,7992098,7814542,7752399
"Population ages 0-14, total",SP.POP.0014.TO,Vietnam,VNM,20784262,20727554,20773249,20914232,21113897,21343373,21571917,21850432,22140556,22392547,22576747
"Population ages 0-14, total",SP.POP.0014.TO,Virgin Islands (U.S.),VIR,22471,22358,22223,22091,21970,21852,21616,21367,21094,20794,20467
"Population ages 0-14, total",SP.POP.0014.TO,West Bank and Gaza,PSE,1601307,1622322,1642433,1662162,1682478,1703898,1728799,1749078,1779539,1810855,1842589
"Population ages 0-14, total",SP.POP.0014.TO,"Yemen, Rep.",YEM,9880897,10043588,10224357,10416446,10605595,10782478,10966229,11134313,11289722,11438290,11582089
"Population ages 0-14, total",SP.POP.0014.TO,Zambia,ZMB,6434150,6608715,6792527,6980027,7162312,7333810,7500731,7653454,7797191,7941464,8092137
"Population ages 0-14, total",SP.POP.0014.TO,Zimbabwe,ZWE,5283500,5387543,5508283,5638052,5764685,5878455,5986056,6064488,6122210,6174257,6229216
"Population ages 0-14, total",SP.POP.0014.TO,Africa Eastern and Southern,AFE,225254579,230867853,236408684,241896989,247356893,252787720,258306434,263744012,269079146,274282381,279340111
"Population ages 0-14, total",SP.POP.0014.TO,Africa Western and Central,AFW,154992075,159365997,163729152,168071948,172375593,176628546,181074105,185398355,189619289,193768241,197861564
"Population ages 0-14, total",SP.POP.0014.TO,Arab World,ARB,120038961,121933879,124005611,126210619,128447163,130629545,133196474,135482326,137628016,139782894,142003455
"Population ages 0-14, total",SP.POP.0014.TO,Caribbean small states,CSS,1812691,1795976,1780357,1766072,1753161,1741354,1733030,1724185,1715599,1708078,1701630
"Population ages 0-14, total",SP.POP.0014.TO,Central Europe and the Baltics,CEB,15690027,15654422,15567230,15468931,15416915,15432271,15357405,15406066,15519813,15602594,15596007
"Population ages 0-14, total",SP.POP.0014.TO,Early-demographic dividend,EAR,923035835,926160084,928558530,930491932,932201029,933813536,935474815,937118359,938663111,939913418,940772554
"Population ages 0-14, total",SP.POP.0014.TO,East Asia & Pacific,EAS,461110804,460059934,459391360,458987091,458885637,458970802,459732346,460207718,460187225,459757936,458993152
"Population ages 0-14, total",SP.POP.0014.TO,East Asia & Pacific (excluding high income),EAP,425380518,424673143,424364596,424336431,424572266,424949882,425884824,426541023,426688395,426431945,425889772
"Population ages 0-14, total",SP.POP.0014.TO,East Asia & Pacific (IDA & IBRD countries),TEA,419823066,419199238,418951384,418969512,419251728,419681747,420645765,421339908,421526835,421300438,420774406
"Population ages 0-14, total",SP.POP.0014.TO,Euro area,EMU,51837648,51734491,51721749,51695445,51658106,51617233,51573315,51541331,51534228,51429942,51290899
"Population ages 0-14, total",SP.POP.0014.TO,Europe & Central Asia,ECS,154621452,155489330,156566790,157864893,159331387,160893385,162328839,163734796,165014520,165955055,166513681
"Population ages 0-14, total",SP.POP.0014.TO,Europe & Central Asia (excluding high income),ECA,77701608,78554039,79603920,80898099,82308469,83739540,85102539,86333653,87385457,88250211,88870595
"Population ages 0-14, total",SP.POP.0014.TO,Europe & Central Asia (IDA & IBRD countries),TEC,84154015,84984542,85975654,87198358,88563041,89989600,91318902,92579535,93694746,94607406,95234362
"Population ages 0-14, total",SP.POP.0014.TO,European Union,EUU,68003865,67886845,67804935,67703124,67638710,67636573,67542265,67582771,67702264,67682034,67529457
"Population ages 0-14, total",SP.POP.0014.TO,Fragile and conflict affected situations,FCS,272216873,278502811,284747477,290886766,296823442,302499040,308467853,314106323,319559658,325035686,330693646
"Population ages 0-14, total",SP.POP.0014.TO,Heavily indebted poor countries (HIPC),HPC,278990958,285964958,292886970,299769928,306623788,313449792,320503983,327487509,334377917,341139613,347748342
"Population ages 0-14, total",SP.POP.0014.TO,High income,HIC,199957769,199679189,199311937,198866709,198568475,198420066,198390731,198510443,198681793,198614305,198159225
"Population ages 0-14, total",SP.POP.0014.TO,IBRD only,IBD,1115471085,1116539558,1117750986,1119118505,1120681685,1122300941,1124047285,1125615027,1126456228,1126260972,1124969160
"Population ages 0-14, total",SP.POP.0014.TO,IDA & IBRD total,IBT,1671402962,1682597058,1693571987,1704542472,1715687956,1726961267,1738854223,1750512752,1761393298,1771154262,1779694141
"Population ages 0-14, total",SP.POP.0014.TO,IDA blend,IDB,183729457,187547374,191231993,194905833,198588440,202274575,206194808,210039324,213801093,217456376,220971036
"Population ages 0-14, total",SP.POP.0014.TO,IDA only,IDX,372202420,378510126,384589008,390518134,396417831,402385751,408612130,414858401,421135977,427436914,433753945
"Population ages 0-14, total",SP.POP.0014.TO,IDA total,IDA,555931877,566057500,575821001,585423967,595006271,604660326,614806938,624897725,634937070,644893290,654724981
"Population ages 0-14, total",SP.POP.0014.TO,Late-demographic dividend,LTE,432633290,431443290,430787749,430654277,431043953,431803576,433041173,434279818,435080802,435304137,434858318
"Population ages 0-14, total",SP.POP.0014.TO,Latin America & Caribbean,LCN,163170525,162365023,161629534,160933950,160217491,159451723,158722056,157918383,157091360,156346711,155690726
"Population ages 0-14, total",SP.POP.0014.TO,Latin America & Caribbean (excluding high income),LAC,157367011,156614629,155929742,155278225,154602117,153871744,153178372,152411778,151631646,150917106,150301012
"Population ages 0-14, total",SP.POP.0014.TO,Latin America & the Caribbean (IDA & IBRD countries),TLA,160185623,159429548,158739964,158087621,157418082,156703038,156018414,155269495,154509222,153805671,153183999
"Population ages 0-14, total",SP.POP.0014.TO,Least developed countries: UN classification,LDC,347114036,353638396,360093625,366490670,372834064,379128647,385531225,391872585,398147716,404345740,410454052
"Population ages 0-14, total",SP.POP.0014.TO,Low & middle income,LMY,1669270224,1680427909,1691425520,1702441302,1713599391,1724830268,1736743597,1748336843,1759124662,1768827689,1777381941
"Population ages 0-14, total",SP.POP.0014.TO,Low income,LIC,227127665,232315269,237276696,242081785,246845468,251657063,256806597,261967478,267142312,272317552,277495044
"Population ages 0-14, total",SP.POP.0014.TO,Lower middle income,LMC,933481315,939909663,945806765,951442939,956916354,962302533,967739142,973134742,978318031,982984842,987003535
"Population ages 0-14, total",SP.POP.0014.TO,Middle East & North Africa,MEA,117536377,119056274,120857962,122887759,125025313,127166588,129697289,132002490,134181935,136328184,138456707
"Population ages 0-14, total",SP.POP.0014.TO,Middle East & North Africa (excluding high income),MNA,104158585,105501413,107133389,108988411,110940005,112890355,115145888,117201993,119141245,121057468,122984476
"Population ages 0-14, total",SP.POP.0014.TO,Middle East & North Africa (IDA & IBRD countries),TMN,102557278,103879091,105490956,107326249,109257527,111186457,113417089,115452915,117361706,119246613,121141887
"Population ages 0-14, total",SP.POP.0014.TO,Middle income,MIC,1442142559,1448112640,1454148824,1460359517,1466753923,1473173205,1479937000,1486369365,1491982350,1496510137,1499886897
"Population ages 0-14, total",SP.POP.0014.TO,North America,NAC,68105855,68031898,67877782,67673586,67510460,67367411,67199745,67113000,67030626,66859974,66527413
"Population ages 0-14, total",SP.POP.0014.TO,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
"Population ages 0-14, total",SP.POP.0014.TO,OECD members,OED,246720412,246387534,246033174,245646843,245381062,245193598,245062413,244991850,244874459,244418661,243552775
"Population ages 0-14, total",SP.POP.0014.TO,Other small states,OSS,8149473,8271497,8390818,8515154,8647072,8784418,8924002,9062064,9199124,9330743,9451736
"Population ages 0-14, total",SP.POP.0014.TO,Pacific island small states,PSS,738749,748313,757809,768452,781071,795413,804839,815348,825752,834820,842336
"Population ages 0-14, total",SP.POP.0014.TO,Post-demographic dividend,PST,180066569,179861943,179575204,179199682,178931793,178788393,178626570,178587238,178573224,178279652,177639567
"Population ages 0-14, total",SP.POP.0014.TO,Pre-demographic dividend,PRE,329690774,338960323,348232234,357462855,366574513,375503961,384689658,393611043,402291936,410783918,419125935
"Population ages 0-14, total",SP.POP.0014.TO,Small states,SST,10700913,10815786,10928984,11049678,11181304,11321185,11461871,11601597,11740475,11873641,11995702
"Population ages 0-14, total",SP.POP.0014.TO,South Asia,SAS,524436326,524870789,524276193,522991795,521465092,519984159,518073514,516728532,515602354,514143512,512157812
"Population ages 0-14, total",SP.POP.0014.TO,South Asia (IDA & IBRD),TSA,524436326,524870789,524276193,522991795,521465092,519984159,518073514,516728532,515602354,514143512,512157812
"Population ages 0-14, total",SP.POP.0014.TO,Sub-Saharan Africa,SSF,380246654,390233850,400137836,409968937,419732486,429416266,439380539,449142367,458698435,468050622,477201675
"Population ages 0-14, total",SP.POP.0014.TO,Sub-Saharan Africa (excluding high income),SSA,380226176,390213896,400117680,409948341,419711442,429394588,439358460,449119864,458675565,468027447,477178274
"Population ages 0-14, total",SP.POP.0014.TO,Sub-Saharan Africa (IDA & IBRD countries),TSS,380246654,390233850,400137836,409968937,419732486,429416266,439380539,449142367,458698435,468050622,477201675
"Population ages 0-14, total",SP.POP.0014.TO,Upper middle income,UMC,508661244,508202977,508342059,508916578,509837569,510870672,512197858,513234623,513664319,513525295,512883362
"Population ages 0-14, total",SP.POP.0014.TO,World,WLD,1869227993,1880107098,1890737457,1901308011,1912167866,1923250334,1935134328,1946847286,1957806455,1967441994,1975541166
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,
Last Updated: 06/30/2021,,,,,,,,,,,,,,
