,date,region,dose,value
1259,2021-10-20,Scotland,3rd,9.0
1260,2021-10-19,Scotland,2nd,81.2
1261,2021-10-19,Scotland,3rd,8.4
1262,2021-10-18,Scotland,2nd,81.2
1263,2021-10-18,Scotland,3rd,7.8
1264,2021-10-17,Scotland,2nd,81.1
1265,2021-10-17,Scotland,3rd,7.3
1266,2021-10-16,Scotland,2nd,81.1
1267,2021-10-16,Scotland,3rd,6.9
1268,2021-10-15,Scotland,2nd,81.0
1269,2021-10-15,Scotland,3rd,6.5
1270,2021-10-14,Scotland,2nd,81.0
1271,2021-10-14,Scotland,3rd,6.1
1272,2021-10-13,Scotland,2nd,80.9
1273,2021-10-13,Scotland,3rd,5.6
1274,2021-10-12,Scotland,2nd,80.9
1275,2021-10-11,Scotland,2nd,80.8
1276,2021-10-10,Scotland,2nd,80.8
1277,2021-10-09,Scotland,2nd,80.7
1278,2021-10-08,Scotland,2nd,80.7
1279,2021-10-07,Scotland,2nd,80.6
1280,2021-10-06,Scotland,2nd,80.6
1281,2021-10-05,Scotland,2nd,80.5
1282,2021-10-04,Scotland,2nd,80.5
1283,2021-10-03,Scotland,2nd,80.4
1284,2021-10-02,Scotland,2nd,80.4
1285,2021-10-01,Scotland,2nd,80.3
1286,2021-09-30,Scotland,2nd,80.3
1287,2021-09-29,Scotland,2nd,80.2
1288,2021-09-28,Scotland,2nd,80.2
1289,2021-09-27,Scotland,2nd,80.1
1290,2021-09-26,Scotland,2nd,80.1
1291,2021-09-25,Scotland,2nd,80.0
1292,2021-09-24,Scotland,2nd,79.9
1293,2021-09-23,Scotland,2nd,79.9
1294,2021-09-22,Scotland,2nd,79.8
1295,2021-09-21,Scotland,2nd,79.8
1296,2021-09-20,Scotland,2nd,79.7
1297,2021-09-19,Scotland,2nd,79.7
1298,2021-09-18,Scotland,2nd,79.6
1299,2021-09-17,Scotland,2nd,79.5
1300,2021-09-16,Scotland,2nd,79.4
1301,2021-09-15,Scotland,2nd,79.4
1302,2021-09-14,Scotland,2nd,79.3
1303,2021-09-13,Scotland,2nd,79.2
1304,2021-09-12,Scotland,2nd,79.1
1305,2021-09-11,Scotland,2nd,79.0
1306,2021-09-10,Scotland,2nd,78.8
1307,2021-09-09,Scotland,2nd,78.7
1308,2021-09-08,Scotland,2nd,78.6
1309,2021-09-07,Scotland,2nd,78.4
1310,2021-09-06,Scotland,2nd,78.2
1311,2021-09-05,Scotland,2nd,78.1
1312,2021-09-04,Scotland,2nd,77.9
1313,2021-09-03,Scotland,2nd,77.7
1314,2021-09-02,Scotland,2nd,77.5
1315,2021-09-01,Scotland,2nd,77.3
1316,2021-08-31,Scotland,2nd,77.2
1317,2021-08-30,Scotland,2nd,76.9
1318,2021-08-29,Scotland,2nd,76.7
1319,2021-08-28,Scotland,2nd,76.4
1320,2021-08-27,Scotland,2nd,76.1
1321,2021-08-26,Scotland,2nd,75.9
1322,2021-08-25,Scotland,2nd,75.6
1323,2021-08-24,Scotland,2nd,75.3
1324,2021-08-23,Scotland,2nd,75.0
1325,2021-08-22,Scotland,2nd,74.7
1326,2021-08-21,Scotland,2nd,74.4
1327,2021-08-20,Scotland,2nd,74.0
1328,2021-08-19,Scotland,2nd,73.7
1329,2021-08-18,Scotland,2nd,73.4
1330,2021-08-17,Scotland,2nd,73.1
1331,2021-08-16,Scotland,2nd,72.8
1332,2021-08-15,Scotland,2nd,72.5
1333,2021-08-14,Scotland,2nd,72.1
1334,2021-08-13,Scotland,2nd,71.7
1335,2021-08-12,Scotland,2nd,71.3
1336,2021-08-11,Scotland,2nd,71.0
1337,2021-08-10,Scotland,2nd,70.6
1338,2021-08-09,Scotland,2nd,70.2
1339,2021-08-08,Scotland,2nd,69.9
1340,2021-08-07,Scotland,2nd,69.5
1341,2021-08-06,Scotland,2nd,69.1
1342,2021-08-05,Scotland,2nd,68.7
1343,2021-08-04,Scotland,2nd,68.3
1344,2021-08-03,Scotland,2nd,67.9
1345,2021-08-02,Scotland,2nd,67.6
1346,2021-08-01,Scotland,2nd,67.2
1347,2021-07-31,Scotland,2nd,66.9
1348,2021-07-30,Scotland,2nd,66.5
1349,2021-07-29,Scotland,2nd,66.1
1350,2021-07-28,Scotland,2nd,65.7
1351,2021-07-27,Scotland,2nd,65.3
1352,2021-07-26,Scotland,2nd,65.0
1353,2021-07-25,Scotland,2nd,64.6
1354,2021-07-24,Scotland,2nd,64.4
1355,2021-07-23,Scotland,2nd,64.1
1356,2021-07-22,Scotland,2nd,63.7
1357,2021-07-21,Scotland,2nd,63.3
1358,2021-07-20,Scotland,2nd,62.9
1359,2021-07-19,Scotland,2nd,62.6
1360,2021-07-18,Scotland,2nd,62.3
1361,2021-07-17,Scotland,2nd,62.0
1362,2021-07-16,Scotland,2nd,61.8
1363,2021-07-15,Scotland,2nd,61.5
1364,2021-07-14,Scotland,2nd,61.2
1365,2021-07-13,Scotland,2nd,60.9
1366,2021-07-12,Scotland,2nd,60.7
1367,2021-07-11,Scotland,2nd,60.5
1368,2021-07-10,Scotland,2nd,60.2
1369,2021-07-09,Scotland,2nd,59.8
1370,2021-07-08,Scotland,2nd,59.5
1371,2021-07-07,Scotland,2nd,59.1
1372,2021-07-06,Scotland,2nd,58.7
1373,2021-07-05,Scotland,2nd,58.3
1374,2021-07-04,Scotland,2nd,58.0
1375,2021-07-03,Scotland,2nd,57.7
1376,2021-07-02,Scotland,2nd,57.5
1377,2021-07-01,Scotland,2nd,57.2
1378,2021-06-30,Scotland,2nd,56.9
1379,2021-06-29,Scotland,2nd,56.7
1380,2021-06-28,Scotland,2nd,56.5
1381,2021-06-27,Scotland,2nd,56.3
1382,2021-06-26,Scotland,2nd,56.0
1383,2021-06-25,Scotland,2nd,55.8
1384,2021-06-24,Scotland,2nd,55.3
1385,2021-06-23,Scotland,2nd,55.0
1386,2021-06-22,Scotland,2nd,54.7
1387,2021-06-21,Scotland,2nd,54.4
1388,2021-06-20,Scotland,2nd,54.1
1389,2021-06-19,Scotland,2nd,53.8
1390,2021-06-18,Scotland,2nd,53.4
1391,2021-06-17,Scotland,2nd,53.0
1392,2021-06-16,Scotland,2nd,52.6
1393,2021-06-15,Scotland,2nd,52.1
1394,2021-06-14,Scotland,2nd,51.6
1395,2021-06-13,Scotland,2nd,51.2
1396,2021-06-12,Scotland,2nd,50.7
1397,2021-06-11,Scotland,2nd,50.2
1398,2021-06-10,Scotland,2nd,49.7
1399,2021-06-09,Scotland,2nd,49.0
1400,2021-06-08,Scotland,2nd,48.4
1401,2021-06-07,Scotland,2nd,47.7
1402,2021-06-06,Scotland,2nd,47.1
1403,2021-06-05,Scotland,2nd,46.6
1404,2021-06-04,Scotland,2nd,46.0
1405,2021-06-03,Scotland,2nd,45.4
1406,2021-06-02,Scotland,2nd,44.7
1407,2021-06-01,Scotland,2nd,44.0
1408,2021-05-31,Scotland,2nd,43.4
1409,2021-05-30,Scotland,2nd,42.7
1410,2021-05-29,Scotland,2nd,42.3
1411,2021-05-28,Scotland,2nd,41.8
1412,2021-05-27,Scotland,2nd,41.2
1413,2021-05-26,Scotland,2nd,40.6
1414,2021-05-25,Scotland,2nd,40.0
1415,2021-05-24,Scotland,2nd,39.3
1416,2021-05-23,Scotland,2nd,38.7
1417,2021-05-22,Scotland,2nd,38.2
1418,2021-05-21,Scotland,2nd,37.6
1419,2021-05-20,Scotland,2nd,37.0
1420,2021-05-19,Scotland,2nd,36.4
1421,2021-05-18,Scotland,2nd,35.6
1422,2021-05-17,Scotland,2nd,34.9
1423,2021-05-16,Scotland,2nd,34.3
1424,2021-05-15,Scotland,2nd,33.9
1425,2021-05-14,Scotland,2nd,33.4
1426,2021-05-13,Scotland,2nd,32.9
1427,2021-05-12,Scotland,2nd,32.4
1428,2021-05-11,Scotland,2nd,31.9
1429,2021-05-10,Scotland,2nd,31.5
1430,2021-05-09,Scotland,2nd,31.1
1431,2021-05-08,Scotland,2nd,30.7
1432,2021-05-07,Scotland,2nd,30.3
1433,2021-05-06,Scotland,2nd,29.8
1434,2021-05-05,Scotland,2nd,29.3
1435,2021-05-04,Scotland,2nd,28.7
1436,2021-05-03,Scotland,2nd,28.2
1437,2021-05-02,Scotland,2nd,27.7
1438,2021-05-01,Scotland,2nd,27.1
1439,2021-04-30,Scotland,2nd,26.4
1440,2021-04-29,Scotland,2nd,25.6
1441,2021-04-28,Scotland,2nd,24.8
1442,2021-04-27,Scotland,2nd,23.9
1443,2021-04-26,Scotland,2nd,23.1
1444,2021-04-25,Scotland,2nd,22.3
1445,2021-04-24,Scotland,2nd,21.8
1446,2021-04-23,Scotland,2nd,20.8
1447,2021-04-22,Scotland,2nd,19.8
1448,2021-04-21,Scotland,2nd,18.8
1449,2021-04-20,Scotland,2nd,17.7
1450,2021-04-19,Scotland,2nd,16.7
1451,2021-04-18,Scotland,2nd,15.8
1452,2021-04-17,Scotland,2nd,15.4
1453,2021-04-16,Scotland,2nd,15.0
1454,2021-04-15,Scotland,2nd,14.4
1455,2021-04-14,Scotland,2nd,13.8
1456,2021-04-13,Scotland,2nd,13.3
1457,2021-04-12,Scotland,2nd,12.7
1458,2021-04-11,Scotland,2nd,12.3
1459,2021-04-10,Scotland,2nd,11.9
1460,2021-04-09,Scotland,2nd,11.5
1461,2021-04-08,Scotland,2nd,11.0
1462,2021-04-07,Scotland,2nd,10.5
1463,2021-04-06,Scotland,2nd,10.0
1464,2021-04-05,Scotland,2nd,9.7
1465,2021-04-04,Scotland,2nd,9.5
1466,2021-04-03,Scotland,2nd,9.4
1467,2021-04-02,Scotland,2nd,9.1
1468,2021-04-01,Scotland,2nd,8.7
1469,2021-03-31,Scotland,2nd,8.3
1470,2021-03-30,Scotland,2nd,7.8
1471,2021-03-29,Scotland,2nd,7.3
1472,2021-03-28,Scotland,2nd,6.9
1473,2021-03-27,Scotland,2nd,6.6
1474,2021-03-26,Scotland,2nd,6.2
1475,2021-03-25,Scotland,2nd,5.8
1476,2021-03-24,Scotland,2nd,5.5
1477,2021-03-23,Scotland,2nd,5.2
1478,2021-03-22,Scotland,2nd,4.9
1479,2021-03-21,Scotland,2nd,4.7
1480,2021-03-20,Scotland,2nd,4.6
1481,2021-03-19,Scotland,2nd,4.4
1482,2021-03-18,Scotland,2nd,4.2
1483,2021-03-17,Scotland,2nd,4.0
1484,2021-03-16,Scotland,2nd,3.8
1485,2021-03-15,Scotland,2nd,3.6
1486,2021-03-14,Scotland,2nd,3.4
1487,2021-03-13,Scotland,2nd,3.3
1488,2021-03-12,Scotland,2nd,3.3
1489,2021-03-11,Scotland,2nd,3.1
1490,2021-03-10,Scotland,2nd,3.0
1491,2021-03-09,Scotland,2nd,2.8
1492,2021-03-08,Scotland,2nd,2.6
1493,2021-03-07,Scotland,2nd,2.5
1494,2021-03-06,Scotland,2nd,2.4
1495,2021-03-05,Scotland,2nd,2.4
1496,2021-03-04,Scotland,2nd,2.3
1497,2021-03-03,Scotland,2nd,2.1
1498,2021-03-02,Scotland,2nd,1.9
1499,2021-03-01,Scotland,2nd,1.8
1500,2021-02-28,Scotland,2nd,1.6
1501,2021-02-27,Scotland,2nd,1.6
1502,2021-02-26,Scotland,2nd,1.5
1503,2021-02-25,Scotland,2nd,1.4
1504,2021-02-24,Scotland,2nd,1.2
1505,2021-02-23,Scotland,2nd,1.0
1506,2021-02-22,Scotland,2nd,0.9
1507,2021-02-21,Scotland,2nd,0.8
1508,2021-02-20,Scotland,2nd,0.7
1509,2021-02-19,Scotland,2nd,0.7
1510,2021-02-18,Scotland,2nd,0.6
1511,2021-02-17,Scotland,2nd,0.5
1512,2021-02-16,Scotland,2nd,0.4
1513,2021-02-15,Scotland,2nd,0.4
1514,2021-02-14,Scotland,2nd,0.3
1515,2021-02-13,Scotland,2nd,0.3
1516,2021-02-12,Scotland,2nd,0.3
1517,2021-02-11,Scotland,2nd,0.3
1518,2021-02-10,Scotland,2nd,0.3
1519,2021-02-09,Scotland,2nd,0.3
1520,2021-02-08,Scotland,2nd,0.3
1521,2021-02-07,Scotland,2nd,0.2
1522,2021-02-06,Scotland,2nd,0.2
1523,2021-02-05,Scotland,2nd,0.2
1524,2021-02-04,Scotland,2nd,0.2
1525,2021-02-03,Scotland,2nd,0.2
1526,2021-02-02,Scotland,2nd,0.2
1527,2021-02-01,Scotland,2nd,0.2
1528,2021-01-31,Scotland,2nd,0.2
1529,2021-01-30,Scotland,2nd,0.2
1530,2021-01-29,Scotland,2nd,0.2
1531,2021-01-28,Scotland,2nd,0.1
1532,2021-01-27,Scotland,2nd,0.1
1533,2021-01-26,Scotland,2nd,0.1
1534,2021-01-25,Scotland,2nd,0.1
1535,2021-01-24,Scotland,2nd,0.1
1536,2021-01-23,Scotland,2nd,0.1
1537,2021-01-22,Scotland,2nd,0.1
1538,2021-01-21,Scotland,2nd,0.1
1539,2021-01-20,Scotland,2nd,0.1
1540,2021-01-19,Scotland,2nd,0.1
1541,2021-01-18,Scotland,2nd,0.1
1542,2021-01-17,Scotland,2nd,0.1
1543,2021-01-16,Scotland,2nd,0.1
1544,2021-01-15,Scotland,2nd,0.1
1545,2021-01-14,Scotland,2nd,0.1
1546,2021-01-13,Scotland,2nd,0.1
1547,2021-01-12,Scotland,2nd,0.1
1548,2021-01-11,Scotland,2nd,0.1
1549,2021-01-10,Scotland,2nd,0.1
1550,2022-02-05,Wales,2nd,86.1
1551,2022-02-05,Wales,3rd,69.0
1552,2022-02-04,Wales,2nd,86.1
1553,2022-02-04,Wales,3rd,69.0
1554,2022-02-03,Wales,2nd,86.1
1555,2022-02-03,Wales,3rd,69.0
1556,2022-02-02,Wales,2nd,86.1
1557,2022-02-02,Wales,3rd,68.9
1558,2022-02-01,Wales,2nd,86.1
1559,2022-02-01,Wales,3rd,68.8
1560,2022-01-31,Wales,2nd,86.1
1561,2022-01-31,Wales,3rd,68.6
1562,2022-01-30,Wales,2nd,86.0
1563,2022-01-30,Wales,3rd,68.6
1564,2022-01-29,Wales,2nd,86.0
1565,2022-01-29,Wales,3rd,68.5
1566,2022-01-28,Wales,2nd,85.9
1567,2022-01-28,Wales,3rd,68.4
1568,2022-01-27,Wales,2nd,85.8
1569,2022-01-27,Wales,3rd,68.3
1570,2022-01-26,Wales,2nd,85.8
1571,2022-01-26,Wales,3rd,68.2
1572,2022-01-25,Wales,2nd,85.8
1573,2022-01-25,Wales,3rd,68.1
1574,2022-01-24,Wales,2nd,85.7
1575,2022-01-24,Wales,3rd,68.0
1576,2022-01-23,Wales,2nd,85.7
1577,2022-01-23,Wales,3rd,67.9
1578,2022-01-22,Wales,2nd,85.6
1579,2022-01-22,Wales,3rd,67.7
1580,2022-01-21,Wales,2nd,85.4
1581,2022-01-21,Wales,3rd,67.5
1582,2022-01-20,Wales,2nd,85.4
1583,2022-01-20,Wales,3rd,67.4
1584,2022-01-19,Wales,2nd,85.3
1585,2022-01-19,Wales,3rd,67.2
1586,2022-01-18,Wales,2nd,85.3
1587,2022-01-18,Wales,3rd,67.1
1588,2022-01-17,Wales,2nd,85.2
1589,2022-01-17,Wales,3rd,66.9
1590,2022-01-16,Wales,2nd,85.2
1591,2022-01-16,Wales,3rd,66.7
1592,2022-01-15,Wales,2nd,85.1
1593,2022-01-15,Wales,3rd,66.5
1594,2022-01-14,Wales,2nd,84.9
1595,2022-01-14,Wales,3rd,66.3
1596,2022-01-13,Wales,2nd,84.8
1597,2022-01-13,Wales,3rd,66.1
1598,2022-01-12,Wales,2nd,84.8
1599,2022-01-12,Wales,3rd,65.8
1600,2022-01-11,Wales,2nd,84.7
1601,2022-01-11,Wales,3rd,65.5
1602,2022-01-10,Wales,2nd,84.6
1603,2022-01-10,Wales,3rd,65.1
1604,2022-01-09,Wales,2nd,84.5
1605,2022-01-09,Wales,3rd,64.7
1606,2022-01-08,Wales,2nd,84.5
1607,2022-01-08,Wales,3rd,64.3
1608,2022-01-07,Wales,2nd,84.2
1609,2022-01-07,Wales,3rd,64.0
1610,2022-01-06,Wales,2nd,84.1
1611,2022-01-06,Wales,3rd,63.5
1612,2022-01-05,Wales,2nd,84.0
1613,2022-01-05,Wales,3rd,63.0
1614,2022-01-04,Wales,2nd,83.9
1615,2022-01-04,Wales,3rd,62.5
1616,2022-01-03,Wales,2nd,83.8
1617,2022-01-03,Wales,3rd,61.8
1618,2022-01-02,Wales,2nd,83.7
1619,2022-01-02,Wales,3rd,61.6
1620,2022-01-01,Wales,2nd,83.7
1621,2022-01-01,Wales,3rd,61.4
1622,2021-12-31,Wales,2nd,83.7
1623,2021-12-31,Wales,3rd,61.4
1624,2021-12-30,Wales,2nd,83.7
1625,2021-12-30,Wales,3rd,61.0
1626,2021-12-29,Wales,2nd,83.6
1627,2021-12-29,Wales,3rd,59.8
1628,2021-12-28,Wales,2nd,83.6
1629,2021-12-28,Wales,3rd,58.5
1630,2021-12-27,Wales,2nd,83.6
1631,2021-12-27,Wales,3rd,57.3
1632,2021-12-26,Wales,2nd,83.5
1633,2021-12-26,Wales,3rd,56.5
1634,2021-12-25,Wales,2nd,83.5
1635,2021-12-25,Wales,3rd,56.5
1636,2021-12-24,Wales,2nd,83.5
1637,2021-12-24,Wales,3rd,56.5
1638,2021-12-23,Wales,2nd,83.5
1639,2021-12-23,Wales,3rd,56.0
1640,2021-12-22,Wales,2nd,83.4
1641,2021-12-22,Wales,3rd,54.6
1642,2021-12-21,Wales,2nd,83.3
1643,2021-12-21,Wales,3rd,52.9
1644,2021-12-20,Wales,2nd,83.3
1645,2021-12-20,Wales,3rd,51.1
1646,2021-12-19,Wales,2nd,83.2
1647,2021-12-19,Wales,3rd,49.4
1648,2021-12-18,Wales,2nd,83.2
1649,2021-12-18,Wales,3rd,47.7
1650,2021-12-17,Wales,2nd,83.1
1651,2021-12-17,Wales,3rd,46.4
1652,2021-12-16,Wales,2nd,83.1
1653,2021-12-16,Wales,3rd,45.2
1654,2021-12-15,Wales,2nd,83.0
1655,2021-12-15,Wales,3rd,43.9
1656,2021-12-14,Wales,2nd,83.0
1657,2021-12-14,Wales,3rd,42.8
1658,2021-12-13,Wales,2nd,82.9
1659,2021-12-13,Wales,3rd,41.6
1660,2021-12-12,Wales,2nd,82.9
1661,2021-12-12,Wales,3rd,40.7
1662,2021-12-11,Wales,2nd,82.8
1663,2021-12-11,Wales,3rd,40.0
1664,2021-12-10,Wales,2nd,82.8
1665,2021-12-10,Wales,3rd,39.3
1666,2021-12-09,Wales,2nd,82.7
1667,2021-12-09,Wales,3rd,38.6
1668,2021-12-08,Wales,2nd,82.7
1669,2021-12-08,Wales,3rd,37.9
1670,2021-12-07,Wales,2nd,82.6
1671,2021-12-07,Wales,3rd,37.1
1672,2021-12-06,Wales,2nd,82.6
1673,2021-12-06,Wales,3rd,36.4
1674,2021-12-05,Wales,2nd,82.6
1675,2021-12-05,Wales,3rd,35.8
1676,2021-12-04,Wales,2nd,82.5
1677,2021-12-04,Wales,3rd,35.1
1678,2021-12-03,Wales,2nd,82.5
1679,2021-12-03,Wales,3rd,34.6
1680,2021-12-02,Wales,2nd,82.4
1681,2021-12-02,Wales,3rd,34.0
1682,2021-12-01,Wales,2nd,82.4
1683,2021-12-01,Wales,3rd,33.3
1684,2021-11-30,Wales,2nd,82.3
1685,2021-11-30,Wales,3rd,32.7
1686,2021-11-29,Wales,2nd,82.3
1687,2021-11-29,Wales,3rd,32.1
1688,2021-11-28,Wales,2nd,82.3
1689,2021-11-28,Wales,3rd,31.5
1690,2021-11-27,Wales,2nd,82.2
1691,2021-11-27,Wales,3rd,31.0
1692,2021-11-26,Wales,2nd,82.2
1693,2021-11-26,Wales,3rd,30.4
1694,2021-11-25,Wales,2nd,82.2
1695,2021-11-25,Wales,3rd,29.9
1696,2021-11-24,Wales,2nd,82.1
1697,2021-11-24,Wales,3rd,29.3
1698,2021-11-23,Wales,2nd,82.1
1699,2021-11-23,Wales,3rd,28.8
1700,2021-11-22,Wales,2nd,82.1
1701,2021-11-22,Wales,3rd,28.2
1702,2021-11-21,Wales,2nd,82.1
1703,2021-11-21,Wales,3rd,27.8
1704,2021-11-20,Wales,2nd,82.0
1705,2021-11-20,Wales,3rd,27.3
1706,2021-11-19,Wales,2nd,82.0
1707,2021-11-19,Wales,3rd,26.8
1708,2021-11-18,Wales,2nd,82.0
1709,2021-11-18,Wales,3rd,26.3
1710,2021-11-17,Wales,2nd,81.9
1711,2021-11-17,Wales,3rd,25.6
1712,2021-11-16,Wales,2nd,81.9
1713,2021-11-16,Wales,3rd,25.1
1714,2021-11-15,Wales,2nd,81.9
1715,2021-11-15,Wales,3rd,24.5
1716,2021-11-14,Wales,2nd,81.9
1717,2021-11-14,Wales,3rd,24.1
1718,2021-11-13,Wales,2nd,81.9
1719,2021-11-13,Wales,3rd,23.7
1720,2021-11-12,Wales,2nd,81.8
1721,2021-11-12,Wales,3rd,23.2
1722,2021-11-11,Wales,2nd,81.8
1723,2021-11-11,Wales,3rd,22.6
1724,2021-11-10,Wales,2nd,81.8
1725,2021-11-10,Wales,3rd,22.0
1726,2021-11-09,Wales,2nd,81.8
1727,2021-11-09,Wales,3rd,21.3
1728,2021-11-08,Wales,2nd,81.7
1729,2021-11-08,Wales,3rd,20.7
1730,2021-11-07,Wales,2nd,81.7
1731,2021-11-07,Wales,3rd,20.2
1732,2021-11-06,Wales,2nd,81.7
1733,2021-11-06,Wales,3rd,19.9
1734,2021-11-05,Wales,2nd,81.7
1735,2021-11-05,Wales,3rd,19.4
1736,2021-11-04,Wales,2nd,81.7
1737,2021-11-04,Wales,3rd,18.8
1738,2021-11-03,Wales,2nd,81.6
1739,2021-11-03,Wales,3rd,18.2
1740,2021-11-02,Wales,2nd,81.6
1741,2021-11-02,Wales,3rd,17.6
1742,2021-11-01,Wales,2nd,81.6
1743,2021-11-01,Wales,3rd,17.0
1744,2021-10-31,Wales,2nd,81.6
1745,2021-10-31,Wales,3rd,16.5
1746,2021-10-30,Wales,2nd,81.5
1747,2021-10-30,Wales,3rd,16.3
1748,2021-10-29,Wales,2nd,81.5
1749,2021-10-29,Wales,3rd,15.9
1750,2021-10-28,Wales,2nd,81.5
1751,2021-10-28,Wales,3rd,15.4
1752,2021-10-27,Wales,2nd,81.5
1753,2021-10-27,Wales,3rd,14.8
1754,2021-10-26,Wales,2nd,81.5
1755,2021-10-26,Wales,3rd,14.3
1756,2021-10-25,Wales,2nd,81.4
1757,2021-10-25,Wales,3rd,13.8
1758,2021-10-24,Wales,2nd,81.4
1759,2021-10-24,Wales,3rd,13.0
1760,2021-10-23,Wales,2nd,81.4
1761,2021-10-23,Wales,3rd,12.8
1762,2021-10-22,Wales,2nd,81.4
1763,2021-10-22,Wales,3rd,12.4
1764,2021-10-21,Wales,2nd,81.4
1765,2021-10-21,Wales,3rd,11.7
1766,2021-10-20,Wales,2nd,81.3
1767,2021-10-19,Wales,2nd,81.3
1768,2021-10-18,Wales,2nd,81.3
1769,2021-10-17,Wales,2nd,81.3
1770,2021-10-16,Wales,2nd,81.2
1771,2021-10-15,Wales,2nd,81.2
1772,2021-10-14,Wales,2nd,81.2
1773,2021-10-13,Wales,2nd,81.2
1774,2021-10-12,Wales,2nd,81.1
1775,2021-10-11,Wales,2nd,81.1
1776,2021-10-10,Wales,2nd,81.0
1777,2021-10-09,Wales,2nd,81.0
1778,2021-10-08,Wales,2nd,81.0
1779,2021-10-07,Wales,2nd,81.0
1780,2021-10-06,Wales,2nd,81.0
1781,2021-10-05,Wales,2nd,80.9
1782,2021-10-04,Wales,2nd,80.9
1783,2021-10-03,Wales,2nd,80.9
1784,2021-10-02,Wales,2nd,80.8
1785,2021-10-01,Wales,2nd,80.8
1786,2021-09-30,Wales,2nd,80.8
1787,2021-09-29,Wales,2nd,80.8
1788,2021-09-28,Wales,2nd,80.8
1789,2021-09-27,Wales,2nd,80.7
1790,2021-09-26,Wales,2nd,80.7
1791,2021-09-25,Wales,2nd,80.7
1792,2021-09-24,Wales,2nd,80.7
1793,2021-09-23,Wales,2nd,80.6
1794,2021-09-22,Wales,2nd,80.6
1795,2021-09-21,Wales,2nd,80.6
1796,2021-09-20,Wales,2nd,80.5
1797,2021-09-19,Wales,2nd,80.5
1798,2021-09-18,Wales,2nd,80.5
1799,2021-09-17,Wales,2nd,80.4
1800,2021-09-16,Wales,2nd,80.4
1801,2021-09-15,Wales,2nd,80.3
1802,2021-09-14,Wales,2nd,80.3
1803,2021-09-13,Wales,2nd,80.0
1804,2021-09-12,Wales,2nd,80.0
1805,2021-09-11,Wales,2nd,80.0
1806,2021-09-10,Wales,2nd,79.9
1807,2021-09-09,Wales,2nd,79.8
1808,2021-09-08,Wales,2nd,79.8
1809,2021-09-07,Wales,2nd,79.7
1810,2021-09-06,Wales,2nd,79.7
1811,2021-09-05,Wales,2nd,79.6
1812,2021-09-04,Wales,2nd,79.6
1813,2021-09-03,Wales,2nd,79.6
1814,2021-09-02,Wales,2nd,79.5
1815,2021-09-01,Wales,2nd,79.4
1816,2021-08-31,Wales,2nd,79.3
1817,2021-08-30,Wales,2nd,79.2
1818,2021-08-29,Wales,2nd,79.2
1819,2021-08-28,Wales,2nd,79.2
1820,2021-08-27,Wales,2nd,79.2
1821,2021-08-26,Wales,2nd,79.0
1822,2021-08-25,Wales,2nd,78.9
1823,2021-08-24,Wales,2nd,78.8
1824,2021-08-23,Wales,2nd,78.7
1825,2021-08-22,Wales,2nd,78.7
1826,2021-08-21,Wales,2nd,78.6
1827,2021-08-20,Wales,2nd,78.5
1828,2021-08-19,Wales,2nd,78.4
1829,2021-08-18,Wales,2nd,78.3
1830,2021-08-17,Wales,2nd,78.1
1831,2021-08-16,Wales,2nd,78.0
1832,2021-08-15,Wales,2nd,77.9
1833,2021-08-14,Wales,2nd,77.8
1834,2021-08-13,Wales,2nd,77.7
1835,2021-08-12,Wales,2nd,77.5
1836,2021-08-11,Wales,2nd,77.3
1837,2021-08-10,Wales,2nd,77.2
1838,2021-08-09,Wales,2nd,77.0
1839,2021-08-08,Wales,2nd,76.9
1840,2021-08-07,Wales,2nd,76.7
1841,2021-08-06,Wales,2nd,76.5
1842,2021-08-05,Wales,2nd,76.3
1843,2021-08-04,Wales,2nd,76.0
1844,2021-08-03,Wales,2nd,75.7
1845,2021-08-02,Wales,2nd,75.4
1846,2021-08-01,Wales,2nd,75.1
1847,2021-07-31,Wales,2nd,75.0
1848,2021-07-30,Wales,2nd,74.7
1849,2021-07-29,Wales,2nd,74.4
1850,2021-07-28,Wales,2nd,74.0
1851,2021-07-27,Wales,2nd,73.5
1852,2021-07-26,Wales,2nd,73.2
1853,2021-07-25,Wales,2nd,72.8
1854,2021-07-24,Wales,2nd,72.5
1855,2021-07-23,Wales,2nd,72.1
1856,2021-07-22,Wales,2nd,71.7
1857,2021-07-21,Wales,2nd,71.2
1858,2021-07-20,Wales,2nd,70.7
1859,2021-07-19,Wales,2nd,70.3
1860,2021-07-18,Wales,2nd,70.0
1861,2021-07-17,Wales,2nd,69.7
1862,2021-07-16,Wales,2nd,69.2
1863,2021-07-15,Wales,2nd,68.8
1864,2021-07-14,Wales,2nd,68.2
1865,2021-07-13,Wales,2nd,67.7
1866,2021-07-12,Wales,2nd,67.1
1867,2021-07-11,Wales,2nd,66.6
1868,2021-07-10,Wales,2nd,66.3
1869,2021-07-09,Wales,2nd,65.8
1870,2021-07-08,Wales,2nd,65.4
1871,2021-07-07,Wales,2nd,64.8
1872,2021-07-06,Wales,2nd,64.1
1873,2021-07-05,Wales,2nd,63.5
1874,2021-07-04,Wales,2nd,62.9
1875,2021-07-03,Wales,2nd,62.6
1876,2021-07-02,Wales,2nd,62.2
1877,2021-07-01,Wales,2nd,61.6
1878,2021-06-30,Wales,2nd,61.0
1879,2021-06-29,Wales,2nd,60.3
1880,2021-06-28,Wales,2nd,59.7
